year,month,day,team,yards_per_point
2018,10,28,New England,10.0
2018,10,28,NY Jets,15.5
2018,10,28,Cincinnati,23.9
2018,10,28,LA Rams,8.7
2018,10,28,Chicago,14.6
2018,10,28,Seattle,13.7
2018,10,28,Indianapolis,10.2
2018,10,28,LA Chargers,17.2
2018,10,28,Detroit,14.3
2018,10,28,Pittsburgh,17.2
2018,10,28,Atlanta,18.4
2018,10,28,Minnesota,8.5
2018,10,28,Carolina,17.7
2018,10,28,Miami,16.1
2018,10,28,Houston,10.2
2018,10,28,Baltimore,15.3
2018,10,28,San Francisco,22.8
2018,10,28,Denver,6.9
2018,10,28,Dallas,19.0
2018,10,28,Washington,15.3
2018,10,28,Tampa Bay,17.5
2018,10,28,Philadelphia,20.1
2018,10,28,Cleveland,13.3
2018,10,28,Arizona,22.3
2018,10,28,Green Bay,15.8
2018,10,28,NY Giants,21.7
2018,10,28,Tennessee,20.5
2018,10,28,Buffalo,60.6
2018,10,28,Las Vegas,61.7
2018,10,28,Jacksonville,37.0
2018,10,21,Kansas City,11.2
2018,10,21,New Orleans,10.4
2018,10,21,Cincinnati,13.1
2018,10,21,NY Jets,8.9
2018,10,21,New England,11.6
2018,10,21,Chicago,16.7
2018,10,21,Seattle,13.7
2018,10,21,LA Chargers,11.8
2018,10,21,LA Rams,19.3
2018,10,21,Atlanta,12.3
2018,10,21,Indianapolis,12.6
2018,10,21,Detroit,8.5
2018,10,21,Pittsburgh,17.2
2018,10,21,Carolina,20.6
2018,10,21,Miami,17.5
2018,10,21,Baltimore,17.2
2018,10,21,San Francisco,13.4
2018,10,21,Dallas,9.5
2018,10,21,Tampa Bay,17.6
2018,10,21,Denver,6.9
2018,10,21,Philadelphia,11.1
2018,10,21,Washington,12.5
2018,10,21,Minnesota,15.2
2018,10,21,Arizona,22.3
2018,10,21,Green Bay,15.8
2018,10,21,Cleveland,22.6
2018,10,21,Houston,10.8
2018,10,21,Buffalo,17.6
2018,10,21,NY Giants,30.8
2018,10,21,Las Vegas,61.7
2018,10,21,Jacksonville,29.1
2018,10,14,New Orleans,10.4
2018,10,14,Kansas City,14.1
2018,10,14,Cincinnati,12.3
2018,10,14,Chicago,10.1
2018,10,14,New England,11.5
2018,10,14,LA Rams,14.2
2018,10,14,NY Jets,15.1
2018,10,14,Seattle,12.0
2018,10,14,Carolina,10.6
2018,10,14,Pittsburgh,9.3
2018,10,14,Miami,17.5
2018,10,14,Detroit,8.5
2018,10,14,LA Chargers,15.8
2018,10,14,Atlanta,19.1
2018,10,14,Baltimore,45.6
2018,10,14,Indianapolis,18.3
2018,10,14,Tampa Bay,31.1
2018,10,14,San Francisco,24.8
2018,10,14,Philadelphia,11.1
2018,10,14,Arizona,7.9
2018,10,14,Cleveland,34.7
2018,10,14,Tennessee,18.4
2018,10,14,Minnesota,16.3
2018,10,14,Washington,14.9
2018,10,14,Green Bay,22.7
2018,10,14,Buffalo,17.2
2018,10,14,NY Giants,30.8
2018,10,14,Houston,24.3
2018,10,14,Dallas,18.3
2018,10,14,Las Vegas,28.9
2018,10,14,Denver,27.3
2018,10,14,Jacksonville,35.9
2018,10,7,Kansas City,16.5
2018,10,7,Cincinnati,11.0
2018,10,7,New Orleans,11.8
2018,10,7,Chicago,10.1
2018,10,7,Baltimore,17.3
2018,10,7,NY Jets,14.8
2018,10,7,LA Rams,14.6
2018,10,7,New England,11.5
2018,10,7,Miami,24.6
2018,10,7,Atlanta,13.8
2018,10,7,Seattle,16.6
2018,10,7,Cleveland,11.6
2018,10,7,San Francisco,13.5
2018,10,7,LA Chargers,12.7
2018,10,7,Indianapolis,18.3
2018,10,7,Tampa Bay,31.1
2018,10,7,Carolina,12.2
2018,10,7,Pittsburgh,20.3
2018,10,7,Green Bay,19.2
2018,10,7,Detroit,15.9
2018,10,7,Tennessee,15.3
2018,10,7,NY Giants,16.6
2018,10,7,Houston,12.6
2018,10,7,Jacksonville,16.2
2018,10,7,Minnesota,14.4
2018,10,7,Philadelphia,18.8
2018,10,7,Washington,12.5
2018,10,7,Las Vegas,12.6
2018,10,7,Denver,16.7
2018,10,7,Dallas,15.9
2018,10,7,Arizona,15.5
2018,9,30,Baltimore,11.6
2018,9,30,LA Rams,27.8
2018,9,30,Philadelphia,13.1
2018,9,30,Detroit,10.2
2018,9,30,Jacksonville,18.7
2018,9,30,New Orleans,14.9
2018,9,30,New England,18.6
2018,9,30,Carolina,15.9
2018,9,30,Seattle,12.3
2018,9,30,Kansas City,15.5
2018,9,30,Pittsburgh,13.0
2018,9,30,Dallas,50.2
2018,9,30,Houston,16.1
2018,9,30,Washington,19.7
2018,9,30,Green Bay,23.3
2018,9,30,Tennessee,19.1
2018,9,30,Minnesota,47.6
2018,9,30,Cincinnati,11.6
2018,9,30,NY Jets,41.2
2018,9,30,Atlanta,28.1
2018,9,30,Buffalo,87.7
2018,9,30,San Francisco,13.6
2018,9,30,LA Chargers,16.5
2018,9,30,Arizona,10.0
2018,9,30,Las Vegas,33.6
2018,9,30,Indianapolis,11.4
2018,9,30,Tampa Bay,14.7
2018,9,30,Chicago,20.1
2018,9,30,Miami,22.3
2018,9,30,Denver,14.0
2018,9,30,NY Giants,21.2
2018,9,30,Cleveland,15.6
2018,9,23,Baltimore,11.6
2018,9,23,LA Rams,27.8
2018,9,23,Philadelphia,13.1
2018,9,23,Detroit,10.2
2018,9,23,Jacksonville,18.7
2018,9,23,New Orleans,14.9
2018,9,23,New England,18.6
2018,9,23,Carolina,15.9
2018,9,23,Seattle,12.3
2018,9,23,Kansas City,15.5
2018,9,23,Pittsburgh,13.0
2018,9,23,Dallas,50.2
2018,9,23,Houston,16.1
2018,9,23,Washington,19.7
2018,9,23,Green Bay,23.3
2018,9,23,Tennessee,19.1
2018,9,23,Minnesota,47.6
2018,9,23,Cincinnati,11.6
2018,9,23,NY Jets,41.2
2018,9,23,Atlanta,28.1
2018,9,23,Buffalo,87.7
2018,9,23,San Francisco,13.6
2018,9,23,LA Chargers,16.5
2018,9,23,Arizona,10.0
2018,9,23,Las Vegas,33.6
2018,9,23,Indianapolis,11.4
2018,9,23,Tampa Bay,14.7
2018,9,23,Chicago,20.1
2018,9,23,Miami,22.3
2018,9,23,Denver,14.0
2018,9,23,NY Giants,21.2
2018,9,23,Cleveland,15.6
2018,9,16,Baltimore,11.6
2018,9,16,LA Rams,27.8
2018,9,16,Philadelphia,13.1
2018,9,16,Detroit,10.2
2018,9,16,Jacksonville,18.7
2018,9,16,New Orleans,14.9
2018,9,16,New England,18.6
2018,9,16,Carolina,15.9
2018,9,16,Seattle,12.3
2018,9,16,Kansas City,15.5
2018,9,16,Pittsburgh,13.0
2018,9,16,Dallas,50.2
2018,9,16,Houston,16.1
2018,9,16,Washington,19.7
2018,9,16,Green Bay,23.3
2018,9,16,Tennessee,19.1
2018,9,16,Minnesota,47.6
2018,9,16,Cincinnati,11.6
2018,9,16,NY Jets,41.2
2018,9,16,Atlanta,28.1
2018,9,16,Buffalo,87.7
2018,9,16,San Francisco,13.6
2018,9,16,LA Chargers,16.5
2018,9,16,Arizona,10.0
2018,9,16,Las Vegas,33.6
2018,9,16,Indianapolis,11.4
2018,9,16,Tampa Bay,14.7
2018,9,16,Chicago,20.1
2018,9,16,Miami,22.3
2018,9,16,Denver,14.0
2018,9,16,NY Giants,21.2
2018,9,16,Cleveland,15.6
2018,9,9,Baltimore,11.6
2018,9,9,LA Rams,27.8
2018,9,9,Philadelphia,13.1
2018,9,9,Detroit,10.2
2018,9,9,Jacksonville,18.7
2018,9,9,New Orleans,14.9
2018,9,9,New England,18.6
2018,9,9,Carolina,15.9
2018,9,9,Seattle,12.3
2018,9,9,Kansas City,15.5
2018,9,9,Pittsburgh,13.0
2018,9,9,Dallas,50.2
2018,9,9,Houston,16.1
2018,9,9,Washington,19.7
2018,9,9,Green Bay,23.3
2018,9,9,Tennessee,19.1
2018,9,9,Minnesota,47.6
2018,9,9,Cincinnati,11.6
2018,9,9,NY Jets,41.2
2018,9,9,Atlanta,28.1
2018,9,9,Buffalo,87.7
2018,9,9,San Francisco,13.6
2018,9,9,LA Chargers,16.5
2018,9,9,Arizona,10.0
2018,9,9,Las Vegas,33.6
2018,9,9,Indianapolis,11.4
2018,9,9,Tampa Bay,14.7
2018,9,9,Chicago,20.1
2018,9,9,Miami,22.3
2018,9,9,Denver,14.0
2018,9,9,NY Giants,21.2
2018,9,9,Cleveland,15.6
2018,9,2,Baltimore,11.6
2018,9,2,LA Rams,27.8
2018,9,2,Philadelphia,13.1
2018,9,2,Detroit,10.2
2018,9,2,Jacksonville,18.7
2018,9,2,New Orleans,14.9
2018,9,2,New England,18.6
2018,9,2,Carolina,15.9
2018,9,2,Seattle,12.3
2018,9,2,Kansas City,15.5
2018,9,2,Pittsburgh,13.0
2018,9,2,Dallas,50.2
2018,9,2,Houston,16.1
2018,9,2,Washington,19.7
2018,9,2,Green Bay,23.3
2018,9,2,Tennessee,19.1
2018,9,2,Minnesota,47.6
2018,9,2,Cincinnati,11.6
2018,9,2,NY Jets,41.2
2018,9,2,Atlanta,28.1
2018,9,2,Buffalo,87.7
2018,9,2,San Francisco,13.6
2018,9,2,LA Chargers,16.5
2018,9,2,Arizona,10.0
2018,9,2,Las Vegas,33.6
2018,9,2,Indianapolis,11.4
2018,9,2,Tampa Bay,14.7
2018,9,2,Chicago,20.1
2018,9,2,Miami,22.3
2018,9,2,Denver,14.0
2018,9,2,NY Giants,21.2
2018,9,2,Cleveland,15.6
