year,month,day,team,defensive_third_down_conversion_%
2016,1,31,New England,38.46%
2016,1,31,Green Bay,50.00%
2016,1,31,Carolina,60.00%
2016,1,31,Las Vegas,31.25%
2016,1,31,Cincinnati,36.36%
2016,1,31,LA Chargers,26.67%
2016,1,31,Dallas,42.86%
2016,1,31,New Orleans,66.67%
2016,1,31,Washington,36.84%
2016,1,31,Detroit,11.11%
2016,1,31,Indianapolis,40.00%
2016,1,31,San Francisco,33.33%
2016,1,31,Cleveland,33.33%
2016,1,31,Pittsburgh,50.00%
2016,1,31,Buffalo,50.00%
2016,1,31,Baltimore,25.00%
2016,1,31,Atlanta,40.00%
2016,1,31,Philadelphia,35.71%
2016,1,31,Tennessee,43.75%
2016,1,31,Miami,50.00%
2016,1,31,Chicago,25.00%
2016,1,31,Tampa Bay,40.00%
2016,1,31,NY Giants,37.50%
2016,1,31,Jacksonville,61.54%
2016,1,24,Houston,30.77%
2016,1,24,LA Rams,30.00%
2016,1,24,NY Jets,18.18%
2016,1,24,Seattle,50.00%
2016,1,24,Denver,46.67%
2016,1,24,Kansas City,30.77%
2016,1,24,Arizona,50.00%
2016,1,24,Carolina,40.00%
2016,1,24,Green Bay,29.41%
2016,1,24,New England,25.00%
2016,1,24,New Orleans,50.00%
2016,1,24,Cincinnati,14.29%
2016,1,24,Las Vegas,30.77%
2016,1,24,Minnesota,41.67%
2016,1,24,Dallas,35.71%
2016,1,24,LA Chargers,14.29%
2016,1,24,Washington,38.46%
2016,1,24,Indianapolis,33.33%
2016,1,24,Pittsburgh,52.94%
2016,1,24,San Francisco,28.57%
2016,1,24,Buffalo,63.64%
2016,1,24,Cleveland,75.00%
2016,1,24,Detroit,35.71%
2016,1,24,Atlanta,0.00%
2016,1,24,Baltimore,38.46%
2016,1,24,Tennessee,43.75%
2016,1,24,Philadelphia,57.14%
2016,1,24,Miami,64.29%
2016,1,24,Tampa Bay,20.00%
2016,1,24,Jacksonville,50.00%
2016,1,24,Chicago,66.67%
2016,1,24,NY Giants,52.94%
2016,1,17,Houston,43.75%
2016,1,17,Seattle,27.27%
2016,1,17,Denver,20.00%
2016,1,17,LA Rams,38.46%
2016,1,17,Kansas City,33.33%
2016,1,17,Arizona,54.55%
2016,1,17,NY Jets,21.43%
2016,1,17,Carolina,28.57%
2016,1,17,New Orleans,36.36%
2016,1,17,Green Bay,9.09%
2016,1,17,New England,21.43%
2016,1,17,Minnesota,46.15%
2016,1,17,Las Vegas,22.22%
2016,1,17,Dallas,50.00%
2016,1,17,Cleveland,15.38%
2016,1,17,Washington,45.45%
2016,1,17,Buffalo,50.00%
2016,1,17,Pittsburgh,37.50%
2016,1,17,Cincinnati,57.14%
2016,1,17,Indianapolis,22.22%
2016,1,17,LA Chargers,54.55%
2016,1,17,San Francisco,50.00%
2016,1,17,Detroit,36.36%
2016,1,17,Philadelphia,37.50%
2016,1,17,Baltimore,66.67%
2016,1,17,Tennessee,46.67%
2016,1,17,Miami,45.45%
2016,1,17,Chicago,58.33%
2016,1,17,Atlanta,50.00%
2016,1,17,Jacksonville,25.00%
2016,1,17,NY Giants,43.75%
2016,1,17,Tampa Bay,70.59%
2016,1,10,Houston,50.00%
2016,1,10,Arizona,8.33%
2016,1,10,LA Rams,43.75%
2016,1,10,Seattle,20.00%
2016,1,10,Denver,35.71%
2016,1,10,Kansas City,42.86%
2016,1,10,NY Jets,26.67%
2016,1,10,Carolina,30.00%
2016,1,10,New Orleans,37.50%
2016,1,10,Minnesota,69.23%
2016,1,10,Dallas,37.50%
2016,1,10,Cincinnati,46.15%
2016,1,10,Buffalo,46.67%
2016,1,10,Washington,11.11%
2016,1,10,New England,42.86%
2016,1,10,Green Bay,37.50%
2016,1,10,Pittsburgh,21.43%
2016,1,10,LA Chargers,46.15%
2016,1,10,Las Vegas,37.50%
2016,1,10,Cleveland,41.67%
2016,1,10,Baltimore,30.77%
2016,1,10,San Francisco,47.06%
2016,1,10,Indianapolis,61.54%
2016,1,10,Tennessee,71.43%
2016,1,10,Detroit,25.00%
2016,1,10,Miami,35.71%
2016,1,10,Philadelphia,41.18%
2016,1,10,Chicago,43.75%
2016,1,10,Atlanta,54.55%
2016,1,10,Tampa Bay,50.00%
2016,1,10,NY Giants,40.00%
2016,1,10,Jacksonville,61.54%
2016,1,3,Houston,25.00%
2016,1,3,LA Rams,30.00%
2016,1,3,Kansas City,41.67%
2016,1,3,Denver,15.38%
2016,1,3,Seattle,45.45%
2016,1,3,Minnesota,45.45%
2016,1,3,Arizona,0.00%
2016,1,3,NY Jets,26.67%
2016,1,3,Carolina,46.15%
2016,1,3,New Orleans,46.15%
2016,1,3,Buffalo,46.15%
2016,1,3,Cincinnati,40.00%
2016,1,3,Dallas,50.00%
2016,1,3,New England,25.00%
2016,1,3,Green Bay,35.71%
2016,1,3,LA Chargers,33.33%
2016,1,3,Tennessee,53.33%
2016,1,3,Las Vegas,25.00%
2016,1,3,Indianapolis,46.15%
2016,1,3,Washington,20.00%
2016,1,3,San Francisco,50.00%
2016,1,3,Cleveland,18.18%
2016,1,3,Pittsburgh,53.85%
2016,1,3,Baltimore,26.67%
2016,1,3,Atlanta,58.33%
2016,1,3,Philadelphia,50.00%
2016,1,3,Chicago,27.27%
2016,1,3,Miami,58.82%
2016,1,3,Tampa Bay,43.75%
2016,1,3,Detroit,42.86%
2016,1,3,Jacksonville,42.86%
2016,1,3,NY Giants,26.67%
2015,12,27,Houston,30.77%
2015,12,27,LA Rams,30.00%
2015,12,27,NY Jets,18.18%
2015,12,27,Seattle,50.00%
2015,12,27,Denver,46.67%
2015,12,27,Kansas City,30.77%
2015,12,27,Arizona,50.00%
2015,12,27,Carolina,40.00%
2015,12,27,Green Bay,29.41%
2015,12,27,New England,25.00%
2015,12,27,New Orleans,50.00%
2015,12,27,Las Vegas,31.25%
2015,12,27,Cincinnati,14.29%
2015,12,27,LA Chargers,26.67%
2015,12,27,Minnesota,41.67%
2015,12,27,Dallas,35.71%
2015,12,27,Washington,36.84%
2015,12,27,Indianapolis,33.33%
2015,12,27,Pittsburgh,52.94%
2015,12,27,San Francisco,28.57%
2015,12,27,Buffalo,63.64%
2015,12,27,Cleveland,75.00%
2015,12,27,Detroit,35.71%
2015,12,27,Atlanta,0.00%
2015,12,27,Baltimore,38.46%
2015,12,27,Philadelphia,35.71%
2015,12,27,Tennessee,43.75%
2015,12,27,Miami,64.29%
2015,12,27,Tampa Bay,20.00%
2015,12,27,Jacksonville,50.00%
2015,12,27,Chicago,66.67%
2015,12,27,NY Giants,52.94%
2015,12,20,Houston,43.75%
2015,12,20,Seattle,27.27%
2015,12,20,Denver,20.00%
2015,12,20,LA Rams,30.00%
2015,12,20,NY Jets,18.18%
2015,12,20,Kansas City,33.33%
2015,12,20,Arizona,54.55%
2015,12,20,Carolina,28.57%
2015,12,20,New Orleans,36.36%
2015,12,20,Green Bay,9.09%
2015,12,20,New England,21.43%
2015,12,20,Minnesota,46.15%
2015,12,20,Las Vegas,22.22%
2015,12,20,Dallas,35.71%
2015,12,20,Cleveland,15.38%
2015,12,20,Washington,45.45%
2015,12,20,Buffalo,50.00%
2015,12,20,Pittsburgh,37.50%
2015,12,20,Cincinnati,57.14%
2015,12,20,Indianapolis,22.22%
2015,12,20,LA Chargers,54.55%
2015,12,20,San Francisco,50.00%
2015,12,20,Detroit,36.36%
2015,12,20,Philadelphia,37.50%
2015,12,20,Baltimore,66.67%
2015,12,20,Tennessee,46.67%
2015,12,20,Miami,45.45%
2015,12,20,Chicago,58.33%
2015,12,20,Atlanta,50.00%
2015,12,20,Jacksonville,25.00%
2015,12,20,NY Giants,43.75%
2015,12,20,Tampa Bay,20.00%
2015,12,13,Houston,50.00%
2015,12,13,LA Rams,43.75%
2015,12,13,Seattle,20.00%
2015,12,13,Denver,35.71%
2015,12,13,Arizona,54.55%
2015,12,13,Kansas City,42.86%
2015,12,13,NY Jets,26.67%
2015,12,13,Carolina,30.00%
2015,12,13,New Orleans,37.50%
2015,12,13,Dallas,37.50%
2015,12,13,Minnesota,46.15%
2015,12,13,Cincinnati,46.15%
2015,12,13,Buffalo,46.67%
2015,12,13,Washington,11.11%
2015,12,13,New England,42.86%
2015,12,13,Green Bay,37.50%
2015,12,13,Pittsburgh,21.43%
2015,12,13,LA Chargers,46.15%
2015,12,13,Las Vegas,37.50%
2015,12,13,Cleveland,41.67%
2015,12,13,Baltimore,30.77%
2015,12,13,San Francisco,47.06%
2015,12,13,Indianapolis,61.54%
2015,12,13,Tennessee,71.43%
2015,12,13,Detroit,25.00%
2015,12,13,Miami,35.71%
2015,12,13,Philadelphia,41.18%
2015,12,13,Chicago,43.75%
2015,12,13,Atlanta,54.55%
2015,12,13,Tampa Bay,50.00%
2015,12,13,NY Giants,40.00%
2015,12,13,Jacksonville,61.54%
2015,12,6,Houston,25.00%
2015,12,6,LA Rams,30.00%
2015,12,6,Kansas City,41.67%
2015,12,6,Denver,15.38%
2015,12,6,Seattle,45.45%
2015,12,6,Minnesota,45.45%
2015,12,6,Arizona,0.00%
2015,12,6,NY Jets,26.67%
2015,12,6,Carolina,46.15%
2015,12,6,New Orleans,46.15%
2015,12,6,Buffalo,46.15%
2015,12,6,Cincinnati,40.00%
2015,12,6,Dallas,50.00%
2015,12,6,New England,25.00%
2015,12,6,Green Bay,37.50%
2015,12,6,LA Chargers,33.33%
2015,12,6,Tennessee,53.33%
2015,12,6,Las Vegas,25.00%
2015,12,6,Indianapolis,46.15%
2015,12,6,Washington,20.00%
2015,12,6,San Francisco,50.00%
2015,12,6,Cleveland,18.18%
2015,12,6,Pittsburgh,53.85%
2015,12,6,Baltimore,26.67%
2015,12,6,Detroit,25.00%
2015,12,6,Atlanta,58.33%
2015,12,6,Philadelphia,50.00%
2015,12,6,Chicago,27.27%
2015,12,6,Miami,58.82%
2015,12,6,Tampa Bay,43.75%
2015,12,6,Jacksonville,42.86%
2015,12,6,NY Giants,26.67%
2015,11,29,Houston,11.11%
2015,11,29,Denver,40.00%
2015,11,29,Seattle,9.09%
2015,11,29,New Orleans,23.08%
2015,11,29,Minnesota,10.00%
2015,11,29,Cleveland,11.11%
2015,11,29,Arizona,38.46%
2015,11,29,LA Chargers,41.67%
2015,11,29,Tennessee,35.71%
2015,11,29,NY Jets,50.00%
2015,11,29,Kansas City,20.00%
2015,11,29,LA Rams,25.00%
2015,11,29,Carolina,38.89%
2015,11,29,Buffalo,35.71%
2015,11,29,Cincinnati,38.46%
2015,11,29,Indianapolis,35.00%
2015,11,29,Philadelphia,22.22%
2015,11,29,Miami,40.00%
2015,11,29,Atlanta,11.11%
2015,11,29,Washington,58.33%
2015,11,29,Dallas,27.27%
2015,11,29,Green Bay,50.00%
2015,11,29,Tampa Bay,45.45%
2015,11,29,Detroit,38.46%
2015,11,29,Pittsburgh,56.25%
2015,11,29,San Francisco,38.46%
2015,11,29,Las Vegas,50.00%
2015,11,29,New England,57.14%
2015,11,29,Chicago,52.94%
2015,11,29,NY Giants,54.55%
2015,11,29,Jacksonville,25.00%
2015,11,29,Baltimore,41.67%
2015,11,22,Houston,33.33%
2015,11,22,Denver,40.00%
2015,11,22,NY Jets,33.33%
2015,11,22,LA Chargers,33.33%
2015,11,22,Arizona,25.00%
2015,11,22,Tennessee,55.56%
2015,11,22,Seattle,36.36%
2015,11,22,New Orleans,25.00%
2015,11,22,Washington,50.00%
2015,11,22,Carolina,28.57%
2015,11,22,Cleveland,22.22%
2015,11,22,Kansas City,35.29%
2015,11,22,Minnesota,25.00%
2015,11,22,Pittsburgh,41.67%
2015,11,22,Cincinnati,38.46%
2015,11,22,Buffalo,58.33%
2015,11,22,Miami,20.00%
2015,11,22,Indianapolis,41.67%
2015,11,22,LA Rams,30.77%
2015,11,22,Tampa Bay,25.00%
2015,11,22,New England,43.75%
2015,11,22,Las Vegas,15.38%
2015,11,22,Green Bay,50.00%
2015,11,22,Philadelphia,30.77%
2015,11,22,Detroit,42.86%
2015,11,22,San Francisco,30.77%
2015,11,22,Dallas,30.00%
2015,11,22,Atlanta,50.00%
2015,11,22,NY Giants,37.50%
2015,11,22,Chicago,52.94%
2015,11,22,Baltimore,38.46%
2015,11,22,Jacksonville,50.00%
2015,11,15,Denver,43.75%
2015,11,15,Houston,27.27%
2015,11,15,Tennessee,33.33%
2015,11,15,NY Jets,0.00%
2015,11,15,Washington,40.00%
2015,11,15,LA Chargers,35.71%
2015,11,15,Buffalo,38.46%
2015,11,15,Seattle,40.00%
2015,11,15,Arizona,47.06%
2015,11,15,Green Bay,27.78%
2015,11,15,Pittsburgh,28.57%
2015,11,15,New Orleans,36.36%
2015,11,15,Cincinnati,38.46%
2015,11,15,Kansas City,42.86%
2015,11,15,New England,28.57%
2015,11,15,Indianapolis,50.00%
2015,11,15,Carolina,50.00%
2015,11,15,LA Rams,30.77%
2015,11,15,Tampa Bay,25.00%
2015,11,15,Las Vegas,15.38%
2015,11,15,Atlanta,33.33%
2015,11,15,Cleveland,35.71%
2015,11,15,Minnesota,22.22%
2015,11,15,Detroit,12.50%
2015,11,15,Dallas,30.00%
2015,11,15,Philadelphia,50.00%
2015,11,15,Miami,37.50%
2015,11,15,Chicago,35.71%
2015,11,15,San Francisco,64.29%
2015,11,15,NY Giants,57.14%
2015,11,15,Baltimore,63.16%
2015,11,15,Jacksonville,45.45%
2015,11,8,Denver,37.50%
2015,11,8,Tennessee,36.36%
2015,11,8,Washington,33.33%
2015,11,8,Houston,56.25%
2015,11,8,NY Jets,0.00%
2015,11,8,Arizona,38.46%
2015,11,8,Seattle,23.08%
2015,11,8,LA Chargers,30.77%
2015,11,8,Buffalo,20.00%
2015,11,8,Indianapolis,38.89%
2015,11,8,Kansas City,60.00%
2015,11,8,Cincinnati,43.75%
2015,11,8,San Francisco,33.33%
2015,11,8,New Orleans,25.00%
2015,11,8,Carolina,50.00%
2015,11,8,Philadelphia,52.94%
2015,11,8,Pittsburgh,35.29%
2015,11,8,Green Bay,30.77%
2015,11,8,Minnesota,22.22%
2015,11,8,LA Rams,18.18%
2015,11,8,Atlanta,46.67%
2015,11,8,Miami,37.50%
2015,11,8,Tampa Bay,27.27%
2015,11,8,New England,50.00%
2015,11,8,Cleveland,27.27%
2015,11,8,NY Giants,18.75%
2015,11,8,Dallas,46.15%
2015,11,8,Baltimore,15.38%
2015,11,8,Las Vegas,58.82%
2015,11,8,Chicago,46.15%
2015,11,8,Detroit,46.15%
2015,11,8,Jacksonville,46.67%
2015,11,1,Denver,33.33%
2015,11,1,Houston,8.33%
2015,11,1,Tennessee,36.36%
2015,11,1,Washington,33.33%
2015,11,1,Arizona,33.33%
2015,11,1,Kansas City,36.36%
2015,11,1,Indianapolis,30.77%
2015,11,1,LA Chargers,33.33%
2015,11,1,Carolina,58.33%
2015,11,1,Philadelphia,41.18%
2015,11,1,Cincinnati,43.75%
2015,11,1,Seattle,23.08%
2015,11,1,Buffalo,30.77%
2015,11,1,NY Jets,26.67%
2015,11,1,Atlanta,16.67%
2015,11,1,Las Vegas,50.00%
2015,11,1,San Francisco,46.15%
2015,11,1,Pittsburgh,20.00%
2015,11,1,New England,50.00%
2015,11,1,New Orleans,45.45%
2015,11,1,Dallas,64.29%
2015,11,1,Miami,53.85%
2015,11,1,Green Bay,20.00%
2015,11,1,Minnesota,47.06%
2015,11,1,Chicago,31.25%
2015,11,1,Detroit,33.33%
2015,11,1,Tampa Bay,44.44%
2015,11,1,Cleveland,42.86%
2015,11,1,LA Rams,50.00%
2015,11,1,Jacksonville,78.57%
2015,11,1,Baltimore,53.33%
2015,11,1,NY Giants,40.00%
2015,10,25,Houston,33.33%
2015,10,25,Denver,40.00%
2015,10,25,Seattle,9.09%
2015,10,25,NY Jets,33.33%
2015,10,25,LA Chargers,33.33%
2015,10,25,Arizona,25.00%
2015,10,25,Tennessee,55.56%
2015,10,25,New Orleans,25.00%
2015,10,25,Washington,50.00%
2015,10,25,Carolina,28.57%
2015,10,25,Cleveland,22.22%
2015,10,25,Kansas City,35.29%
2015,10,25,Minnesota,25.00%
2015,10,25,Pittsburgh,41.67%
2015,10,25,Cincinnati,38.46%
2015,10,25,Buffalo,58.33%
2015,10,25,Miami,20.00%
2015,10,25,Indianapolis,41.67%
2015,10,25,LA Rams,30.77%
2015,10,25,Tampa Bay,25.00%
2015,10,25,New England,43.75%
2015,10,25,Las Vegas,15.38%
2015,10,25,Green Bay,50.00%
2015,10,25,Philadelphia,30.77%
2015,10,25,San Francisco,38.46%
2015,10,25,Detroit,42.86%
2015,10,25,Dallas,30.00%
2015,10,25,Atlanta,50.00%
2015,10,25,NY Giants,37.50%
2015,10,25,Chicago,52.94%
2015,10,25,Baltimore,38.46%
2015,10,25,Jacksonville,50.00%
2015,10,18,Denver,43.75%
2015,10,18,Houston,27.27%
2015,10,18,Tennessee,33.33%
2015,10,18,NY Jets,0.00%
2015,10,18,Washington,40.00%
2015,10,18,LA Chargers,35.71%
2015,10,18,Buffalo,38.46%
2015,10,18,Seattle,40.00%
2015,10,18,New Orleans,25.00%
2015,10,18,Arizona,47.06%
2015,10,18,Green Bay,27.78%
2015,10,18,Pittsburgh,28.57%
2015,10,18,Cincinnati,38.46%
2015,10,18,Kansas City,42.86%
2015,10,18,New England,28.57%
2015,10,18,Indianapolis,50.00%
2015,10,18,Carolina,50.00%
2015,10,18,LA Rams,30.77%
2015,10,18,Tampa Bay,25.00%
2015,10,18,Las Vegas,15.38%
2015,10,18,Minnesota,22.22%
2015,10,18,Cleveland,35.71%
2015,10,18,Detroit,12.50%
2015,10,18,Dallas,30.00%
2015,10,18,Philadelphia,50.00%
2015,10,18,Miami,37.50%
2015,10,18,Atlanta,50.00%
2015,10,18,Chicago,35.71%
2015,10,18,San Francisco,64.29%
2015,10,18,NY Giants,57.14%
2015,10,18,Baltimore,63.16%
2015,10,18,Jacksonville,45.45%
2015,10,11,Denver,37.50%
2015,10,11,Tennessee,36.36%
2015,10,11,Houston,27.27%
2015,10,11,Washington,33.33%
2015,10,11,NY Jets,0.00%
2015,10,11,Arizona,38.46%
2015,10,11,Seattle,23.08%
2015,10,11,LA Chargers,30.77%
2015,10,11,Buffalo,20.00%
2015,10,11,Kansas City,60.00%
2015,10,11,Cincinnati,43.75%
2015,10,11,San Francisco,33.33%
2015,10,11,New Orleans,25.00%
2015,10,11,Indianapolis,50.00%
2015,10,11,Carolina,50.00%
2015,10,11,Philadelphia,52.94%
2015,10,11,Pittsburgh,35.29%
2015,10,11,Green Bay,30.77%
2015,10,11,Minnesota,22.22%
2015,10,11,LA Rams,18.18%
2015,10,11,Atlanta,46.67%
2015,10,11,Miami,37.50%
2015,10,11,Tampa Bay,27.27%
2015,10,11,New England,50.00%
2015,10,11,Cleveland,27.27%
2015,10,11,NY Giants,18.75%
2015,10,11,Dallas,46.15%
2015,10,11,Baltimore,15.38%
2015,10,11,Las Vegas,58.82%
2015,10,11,Chicago,46.15%
2015,10,11,Detroit,46.15%
2015,10,11,Jacksonville,46.67%
2015,10,4,Denver,33.33%
2015,10,4,Houston,8.33%
2015,10,4,Washington,33.33%
2015,10,4,Tennessee,36.36%
2015,10,4,Arizona,33.33%
2015,10,4,Kansas City,36.36%
2015,10,4,Indianapolis,30.77%
2015,10,4,LA Chargers,33.33%
2015,10,4,Carolina,58.33%
2015,10,4,Philadelphia,41.18%
2015,10,4,Cincinnati,43.75%
2015,10,4,Seattle,23.08%
2015,10,4,Buffalo,30.77%
2015,10,4,NY Jets,26.67%
2015,10,4,Pittsburgh,35.29%
2015,10,4,Atlanta,16.67%
2015,10,4,Las Vegas,50.00%
2015,10,4,San Francisco,46.15%
2015,10,4,New England,50.00%
2015,10,4,New Orleans,45.45%
2015,10,4,Dallas,64.29%
2015,10,4,Miami,53.85%
2015,10,4,Green Bay,20.00%
2015,10,4,Baltimore,15.38%
2015,10,4,Minnesota,47.06%
2015,10,4,Chicago,31.25%
2015,10,4,Detroit,33.33%
2015,10,4,Tampa Bay,44.44%
2015,10,4,Cleveland,42.86%
2015,10,4,LA Rams,50.00%
2015,10,4,Jacksonville,78.57%
2015,10,4,NY Giants,40.00%
2015,9,27,Denver,0.00%
2015,9,27,Carolina,26.32%
2015,9,27,Houston,30.77%
2015,9,27,Tennessee,36.36%
2015,9,27,Arizona,16.67%
2015,9,27,Kansas City,37.50%
2015,9,27,Cincinnati,36.36%
2015,9,27,Washington,33.33%
2015,9,27,Philadelphia,33.33%
2015,9,27,Dallas,18.18%
2015,9,27,Las Vegas,36.36%
2015,9,27,LA Chargers,40.00%
2015,9,27,Indianapolis,33.33%
2015,9,27,San Francisco,60.00%
2015,9,27,New England,30.77%
2015,9,27,Miami,35.71%
2015,9,27,Jacksonville,33.33%
2015,9,27,New Orleans,35.71%
2015,9,27,Minnesota,46.15%
2015,9,27,Buffalo,30.00%
2015,9,27,Atlanta,58.82%
2015,9,27,Seattle,36.36%
2015,9,27,LA Rams,50.00%
2015,9,27,NY Jets,42.86%
2015,9,27,Tampa Bay,50.00%
2015,9,27,Cleveland,43.75%
2015,9,27,Pittsburgh,41.18%
2015,9,27,Detroit,50.00%
2015,9,27,Baltimore,64.29%
2015,9,27,NY Giants,40.00%
2015,9,27,Green Bay,33.33%
2015,9,27,Chicago,55.56%
2015,9,20,Denver,0.00%
2015,9,20,San Francisco,11.11%
2015,9,20,Tennessee,21.43%
2015,9,20,Houston,23.08%
2015,9,20,Carolina,25.00%
2015,9,20,Atlanta,25.00%
2015,9,20,Cincinnati,25.00%
2015,9,20,Philadelphia,28.57%
2015,9,20,LA Chargers,30.00%
2015,9,20,Kansas City,37.50%
2015,9,20,Las Vegas,30.77%
2015,9,20,Indianapolis,38.46%
2015,9,20,Arizona,38.89%
2015,9,20,Washington,41.67%
2015,9,20,Minnesota,41.67%
2015,9,20,LA Rams,42.11%
2015,9,20,Miami,42.86%
2015,9,20,Dallas,42.86%
2015,9,20,Tampa Bay,44.44%
2015,9,20,Baltimore,44.44%
2015,9,20,New England,46.67%
2015,9,20,Jacksonville,47.06%
2015,9,20,NY Jets,50.00%
2015,9,20,New Orleans,50.00%
2015,9,20,Buffalo,53.33%
2015,9,20,Cleveland,53.85%
2015,9,20,Seattle,54.55%
2015,9,20,NY Giants,54.55%
2015,9,20,Detroit,54.55%
2015,9,20,Chicago,60.00%
2015,9,20,Pittsburgh,63.64%
2015,9,20,Green Bay,64.71%
2015,9,13,New England,46.67%
2015,9,13,Pittsburgh,63.64%
2015,9,6,Buffalo,33.33%
2015,9,6,Houston,0.00%
2015,9,6,Indianapolis,66.67%
2015,9,6,NY Giants,43.75%
2015,9,6,Kansas City,18.18%
2015,9,6,Denver,38.46%
2015,9,6,Cincinnati,42.86%
2015,9,6,Arizona,33.33%
2015,9,6,Seattle,21.43%
2015,9,6,Pittsburgh,36.36%
2015,9,6,Detroit,42.86%
2015,9,6,Cleveland,30.77%
2015,9,6,Philadelphia,38.89%
2015,9,6,New England,27.27%
2015,9,6,Las Vegas,46.67%
2015,9,6,LA Rams,46.67%
2015,9,6,Baltimore,54.55%
2015,9,6,Green Bay,50.00%
2015,9,6,Tennessee,31.25%
2015,9,6,Minnesota,26.67%
2015,9,6,Carolina,53.85%
2015,9,6,Chicago,53.33%
2015,9,6,Jacksonville,55.56%
2015,9,6,Washington,33.33%
2015,9,6,LA Chargers,16.67%
2015,9,6,San Francisco,40.00%
2015,9,6,Tampa Bay,50.00%
2015,9,6,Miami,42.86%
2015,9,6,Dallas,64.29%
2015,9,6,NY Jets,30.77%
2015,9,6,New Orleans,52.94%
2015,9,6,Atlanta,40.00%
2015,2,22,Buffalo,33.33%
2015,2,22,Houston,0.00%
2015,2,22,Indianapolis,66.67%
2015,2,22,NY Giants,43.75%
2015,2,22,Kansas City,18.18%
2015,2,22,Denver,38.46%
2015,2,22,Cincinnati,42.86%
2015,2,22,Arizona,33.33%
2015,2,22,Seattle,21.43%
2015,2,22,Pittsburgh,36.36%
2015,2,22,Detroit,42.86%
2015,2,22,Cleveland,30.77%
2015,2,22,Philadelphia,38.89%
2015,2,22,New England,27.27%
2015,2,22,Las Vegas,46.67%
2015,2,22,LA Rams,46.67%
2015,2,22,Baltimore,54.55%
2015,2,22,Green Bay,50.00%
2015,2,22,Tennessee,31.25%
2015,2,22,Minnesota,26.67%
2015,2,22,Carolina,53.85%
2015,2,22,Chicago,53.33%
2015,2,22,Jacksonville,55.56%
2015,2,22,Washington,33.33%
2015,2,22,LA Chargers,16.67%
2015,2,22,San Francisco,40.00%
2015,2,22,Tampa Bay,50.00%
2015,2,22,Miami,42.86%
2015,2,22,Dallas,64.29%
2015,2,22,NY Jets,30.77%
2015,2,22,New Orleans,52.94%
2015,2,22,Atlanta,40.00%
2015,2,15,Buffalo,33.33%
2015,2,15,Houston,0.00%
2015,2,15,Indianapolis,66.67%
2015,2,15,NY Giants,43.75%
2015,2,15,Kansas City,18.18%
2015,2,15,Denver,38.46%
2015,2,15,Cincinnati,42.86%
2015,2,15,Arizona,33.33%
2015,2,15,Seattle,21.43%
2015,2,15,Pittsburgh,36.36%
2015,2,15,Detroit,42.86%
2015,2,15,Cleveland,30.77%
2015,2,15,Philadelphia,38.89%
2015,2,15,New England,27.27%
2015,2,15,Las Vegas,46.67%
2015,2,15,LA Rams,46.67%
2015,2,15,Baltimore,54.55%
2015,2,15,Green Bay,50.00%
2015,2,15,Tennessee,31.25%
2015,2,15,Minnesota,26.67%
2015,2,15,Carolina,53.85%
2015,2,15,Chicago,53.33%
2015,2,15,Jacksonville,55.56%
2015,2,15,Washington,33.33%
2015,2,15,LA Chargers,16.67%
2015,2,15,San Francisco,40.00%
2015,2,15,Tampa Bay,50.00%
2015,2,15,Miami,42.86%
2015,2,15,Dallas,64.29%
2015,2,15,NY Jets,30.77%
2015,2,15,New Orleans,52.94%
2015,2,15,Atlanta,40.00%
2015,2,8,Buffalo,33.33%
2015,2,8,Houston,0.00%
2015,2,8,Indianapolis,66.67%
2015,2,8,NY Giants,43.75%
2015,2,8,Kansas City,18.18%
2015,2,8,Denver,38.46%
2015,2,8,Cincinnati,42.86%
2015,2,8,Arizona,33.33%
2015,2,8,Seattle,21.43%
2015,2,8,Pittsburgh,36.36%
2015,2,8,Detroit,42.86%
2015,2,8,Cleveland,30.77%
2015,2,8,Philadelphia,38.89%
2015,2,8,New England,27.27%
2015,2,8,Las Vegas,46.67%
2015,2,8,LA Rams,46.67%
2015,2,8,Baltimore,54.55%
2015,2,8,Green Bay,50.00%
2015,2,8,Tennessee,31.25%
2015,2,8,Minnesota,26.67%
2015,2,8,Carolina,53.85%
2015,2,8,Chicago,53.33%
2015,2,8,Jacksonville,55.56%
2015,2,8,Washington,33.33%
2015,2,8,LA Chargers,16.67%
2015,2,8,San Francisco,40.00%
2015,2,8,Tampa Bay,50.00%
2015,2,8,Miami,42.86%
2015,2,8,Dallas,64.29%
2015,2,8,NY Jets,30.77%
2015,2,8,New Orleans,52.94%
2015,2,8,Atlanta,40.00%
2015,2,1,Buffalo,33.33%
2015,2,1,Houston,0.00%
2015,2,1,Indianapolis,66.67%
2015,2,1,NY Giants,43.75%
2015,2,1,Kansas City,18.18%
2015,2,1,Denver,38.46%
2015,2,1,Cincinnati,42.86%
2015,2,1,Arizona,33.33%
2015,2,1,Seattle,21.43%
2015,2,1,Pittsburgh,36.36%
2015,2,1,Detroit,42.86%
2015,2,1,Cleveland,30.77%
2015,2,1,Philadelphia,38.89%
2015,2,1,New England,27.27%
2015,2,1,Las Vegas,46.67%
2015,2,1,LA Rams,46.67%
2015,2,1,Baltimore,54.55%
2015,2,1,Green Bay,50.00%
2015,2,1,Tennessee,31.25%
2015,2,1,Minnesota,26.67%
2015,2,1,Carolina,53.85%
2015,2,1,Chicago,53.33%
2015,2,1,Jacksonville,55.56%
2015,2,1,Washington,33.33%
