,year,month,day,team,ranking,DateTime,Expected
4694,2014,12,21,Carolina,23,2014-12-21,23.0
4695,2014,12,21,Minnesota,24,2014-12-21,24.0
4696,2014,12,21,Cleveland,25,2014-12-21,25.0
4697,2014,12,21,Chicago,26,2014-12-21,26.0
4698,2014,12,21,Washington,27,2014-12-21,27.0
4699,2014,12,21,Tampa Bay,28,2014-12-21,28.0
4700,2014,12,21,NY Jets,29,2014-12-21,29.0
4701,2014,12,21,Tennessee,30,2014-12-21,30.0
4702,2014,12,21,Las Vegas,31,2014-12-21,31.0
4703,2014,12,21,Jacksonville,32,2014-12-21,32.0
4704,2014,12,14,New England,1,2014-12-14,1.0
4705,2014,12,14,Denver,2,2014-12-14,2.0
4706,2014,12,14,Seattle,3,2014-12-14,3.0
4707,2014,12,14,Green Bay,4,2014-12-14,4.0
4708,2014,12,14,Baltimore,5,2014-12-14,6.0
4709,2014,12,14,Indianapolis,6,2014-12-14,5.0
4710,2014,12,14,Philadelphia,7,2014-12-14,8.0
4711,2014,12,14,Arizona,8,2014-12-14,7.0
4712,2014,12,14,San Francisco,9,2014-12-14,10.0
4713,2014,12,14,Kansas City,10,2014-12-14,9.0
4714,2014,12,14,Miami,11,2014-12-14,16.0
4715,2014,12,14,Detroit,12,2014-12-14,12.0
4716,2014,12,14,LA Chargers,13,2014-12-14,15.0
4717,2014,12,14,Houston,14,2014-12-14,18.0
4718,2014,12,14,Pittsburgh,15,2014-12-14,13.0
4719,2014,12,14,New Orleans,16,2014-12-14,14.0
4720,2014,12,14,Cincinnati,17,2014-12-14,11.0
4721,2014,12,14,Dallas,18,2014-12-14,17.0
4722,2014,12,14,Buffalo,19,2014-12-14,19.0
4723,2014,12,14,LA Rams,20,2014-12-14,21.0
4724,2014,12,14,NY Giants,21,2014-12-14,20.0
4725,2014,12,14,Atlanta,22,2014-12-14,22.0
4726,2014,12,14,Carolina,23,2014-12-14,23.0
4727,2014,12,14,Minnesota,24,2014-12-14,24.0
4728,2014,12,14,Cleveland,25,2014-12-14,25.0
4729,2014,12,14,Chicago,26,2014-12-14,26.0
4730,2014,12,14,Washington,27,2014-12-14,27.0
4731,2014,12,14,Tampa Bay,28,2014-12-14,28.0
4732,2014,12,14,NY Jets,29,2014-12-14,29.0
4733,2014,12,14,Tennessee,30,2014-12-14,30.0
4734,2014,12,14,Las Vegas,31,2014-12-14,31.0
4735,2014,12,14,Jacksonville,32,2014-12-14,32.0
4736,2014,12,7,New England,1,2014-12-07,1.0
4737,2014,12,7,Denver,2,2014-12-07,2.0
4738,2014,12,7,Seattle,3,2014-12-07,3.0
4739,2014,12,7,Green Bay,4,2014-12-07,4.0
4740,2014,12,7,Indianapolis,5,2014-12-07,6.0
4741,2014,12,7,Baltimore,6,2014-12-07,5.0
4742,2014,12,7,Philadelphia,7,2014-12-07,7.0
4743,2014,12,7,San Francisco,8,2014-12-07,9.0
4744,2014,12,7,Miami,9,2014-12-07,11.0
4745,2014,12,7,New Orleans,10,2014-12-07,16.0
4746,2014,12,7,Arizona,11,2014-12-07,8.0
4747,2014,12,7,Kansas City,12,2014-12-07,10.0
4748,2014,12,7,Cincinnati,13,2014-12-07,17.0
4749,2014,12,7,LA Chargers,14,2014-12-07,13.0
4750,2014,12,7,Detroit,15,2014-12-07,12.0
4751,2014,12,7,Houston,16,2014-12-07,14.0
4752,2014,12,7,Dallas,17,2014-12-07,18.0
4753,2014,12,7,Pittsburgh,18,2014-12-07,15.0
4754,2014,12,7,Buffalo,19,2014-12-07,19.0
4755,2014,12,7,LA Rams,20,2014-12-07,20.0
4756,2014,12,7,Atlanta,21,2014-12-07,22.0
4757,2014,12,7,NY Giants,22,2014-12-07,21.0
4758,2014,12,7,Minnesota,23,2014-12-07,24.0
4759,2014,12,7,Cleveland,24,2014-12-07,25.0
4760,2014,12,7,Carolina,25,2014-12-07,23.0
4761,2014,12,7,Chicago,26,2014-12-07,26.0
4762,2014,12,7,Washington,27,2014-12-07,27.0
4763,2014,12,7,Tampa Bay,28,2014-12-07,28.0
4764,2014,12,7,Tennessee,29,2014-12-07,30.0
4765,2014,12,7,NY Jets,30,2014-12-07,29.0
4766,2014,12,7,Las Vegas,31,2014-12-07,31.0
4767,2014,12,7,Jacksonville,32,2014-12-07,32.0
4768,2014,11,30,Denver,1,2014-11-30,2.0
4769,2014,11,30,Seattle,2,2014-11-30,3.0
4770,2014,11,30,New England,3,2014-11-30,1.0
4771,2014,11,30,Baltimore,4,2014-11-30,6.0
4772,2014,11,30,San Francisco,5,2014-11-30,8.0
4773,2014,11,30,Indianapolis,6,2014-11-30,5.0
4774,2014,11,30,Green Bay,7,2014-11-30,4.0
4775,2014,11,30,LA Chargers,8,2014-11-30,14.0
4776,2014,11,30,New Orleans,9,2014-11-30,10.0
4777,2014,11,30,Kansas City,10,2014-11-30,12.0
4778,2014,11,30,Arizona,11,2014-11-30,11.0
4779,2014,11,30,Philadelphia,12,2014-11-30,7.0
4780,2014,11,30,Cincinnati,13,2014-11-30,13.0
4781,2014,11,30,Detroit,14,2014-11-30,15.0
4782,2014,11,30,Dallas,15,2014-11-30,17.0
4783,2014,11,30,Houston,16,2014-11-30,16.0
4784,2014,11,30,NY Giants,17,2014-11-30,22.0
4785,2014,11,30,Miami,18,2014-11-30,9.0
4786,2014,11,30,Pittsburgh,19,2014-11-30,18.0
4787,2014,11,30,Carolina,20,2014-11-30,25.0
4788,2014,11,30,Buffalo,21,2014-11-30,19.0
4789,2014,11,30,Atlanta,22,2014-11-30,21.0
4790,2014,11,30,Cleveland,23,2014-11-30,24.0
4791,2014,11,30,Chicago,24,2014-11-30,26.0
4792,2014,11,30,Washington,25,2014-11-30,27.0
4793,2014,11,30,Minnesota,26,2014-11-30,23.0
4794,2014,11,30,LA Rams,27,2014-11-30,20.0
4795,2014,11,30,Tennessee,28,2014-11-30,29.0
4796,2014,11,30,NY Jets,29,2014-11-30,30.0
4797,2014,11,30,Tampa Bay,30,2014-11-30,28.0
4798,2014,11,30,Las Vegas,31,2014-11-30,31.0
4799,2014,11,30,Jacksonville,32,2014-11-30,32.0
4800,2014,11,23,Denver,1,2014-11-23,1.0
4801,2014,11,23,Seattle,2,2014-11-23,2.0
4802,2014,11,23,Indianapolis,3,2014-11-23,6.0
4803,2014,11,23,Green Bay,4,2014-11-23,7.0
4804,2014,11,23,Baltimore,5,2014-11-23,4.0
4805,2014,11,23,San Francisco,6,2014-11-23,5.0
4806,2014,11,23,New England,7,2014-11-23,3.0
4807,2014,11,23,LA Chargers,8,2014-11-23,8.0
4808,2014,11,23,Philadelphia,9,2014-11-23,12.0
4809,2014,11,23,Arizona,10,2014-11-23,11.0
4810,2014,11,23,Dallas,11,2014-11-23,15.0
4811,2014,11,23,Detroit,12,2014-11-23,14.0
4812,2014,11,23,Cincinnati,13,2014-11-23,13.0
4813,2014,11,23,New Orleans,14,2014-11-23,9.0
4814,2014,11,23,Kansas City,15,2014-11-23,10.0
4815,2014,11,23,NY Giants,16,2014-11-23,17.0
4816,2014,11,23,Houston,17,2014-11-23,16.0
4817,2014,11,23,Carolina,18,2014-11-23,20.0
4818,2014,11,23,Miami,19,2014-11-23,18.0
4819,2014,11,23,Pittsburgh,20,2014-11-23,19.0
4820,2014,11,23,Chicago,21,2014-11-23,24.0
4821,2014,11,23,Atlanta,22,2014-11-23,22.0
4822,2014,11,23,Buffalo,23,2014-11-23,21.0
4823,2014,11,23,Cleveland,24,2014-11-23,23.0
4824,2014,11,23,Minnesota,25,2014-11-23,26.0
4825,2014,11,23,Washington,26,2014-11-23,25.0
4826,2014,11,23,LA Rams,27,2014-11-23,27.0
4827,2014,11,23,Tennessee,28,2014-11-23,28.0
4828,2014,11,23,NY Jets,29,2014-11-23,29.0
4829,2014,11,23,Tampa Bay,30,2014-11-23,30.0
4830,2014,11,23,Las Vegas,31,2014-11-23,31.0
4831,2014,11,23,Jacksonville,32,2014-11-23,32.0
4832,2014,11,16,Denver,1,2014-11-16,1.0
4833,2014,11,16,Seattle,2,2014-11-16,2.0
4834,2014,11,16,San Francisco,3,2014-11-16,6.0
4835,2014,11,16,New England,4,2014-11-16,7.0
4836,2014,11,16,Baltimore,5,2014-11-16,5.0
4837,2014,11,16,Green Bay,6,2014-11-16,4.0
4838,2014,11,16,LA Chargers,7,2014-11-16,8.0
4839,2014,11,16,Indianapolis,8,2014-11-16,3.0
4840,2014,11,16,Cincinnati,9,2014-11-16,13.0
4841,2014,11,16,Philadelphia,10,2014-11-16,9.0
4842,2014,11,16,Detroit,11,2014-11-16,12.0
4843,2014,11,16,Arizona,12,2014-11-16,10.0
4844,2014,11,16,Dallas,13,2014-11-16,11.0
4845,2014,11,16,New Orleans,14,2014-11-16,14.0
4846,2014,11,16,NY Giants,15,2014-11-16,16.0
4847,2014,11,16,Carolina,16,2014-11-16,18.0
4848,2014,11,16,Kansas City,17,2014-11-16,15.0
4849,2014,11,16,Houston,18,2014-11-16,17.0
4850,2014,11,16,Chicago,19,2014-11-16,21.0
4851,2014,11,16,Atlanta,20,2014-11-16,22.0
4852,2014,11,16,Cleveland,21,2014-11-16,24.0
4853,2014,11,16,Pittsburgh,22,2014-11-16,20.0
4854,2014,11,16,Miami,23,2014-11-16,19.0
4855,2014,11,16,Buffalo,24,2014-11-16,23.0
4856,2014,11,16,Washington,25,2014-11-16,26.0
4857,2014,11,16,Minnesota,26,2014-11-16,25.0
4858,2014,11,16,LA Rams,27,2014-11-16,27.0
4859,2014,11,16,Tennessee,28,2014-11-16,28.0
4860,2014,11,16,NY Jets,29,2014-11-16,29.0
4861,2014,11,16,Tampa Bay,30,2014-11-16,30.0
4862,2014,11,16,Las Vegas,31,2014-11-16,31.0
4863,2014,11,16,Jacksonville,32,2014-11-16,32.0
4864,2014,11,9,Denver,1,2014-11-09,1.0
4865,2014,11,9,Seattle,2,2014-11-09,2.0
4866,2014,11,9,San Francisco,3,2014-11-09,3.0
4867,2014,11,9,LA Chargers,4,2014-11-09,7.0
4868,2014,11,9,Green Bay,5,2014-11-09,6.0
4869,2014,11,9,New England,6,2014-11-09,4.0
4870,2014,11,9,Cincinnati,7,2014-11-09,9.0
4871,2014,11,9,Indianapolis,8,2014-11-09,8.0
4872,2014,11,9,Baltimore,9,2014-11-09,5.0
4873,2014,11,9,NY Giants,10,2014-11-09,15.0
4874,2014,11,9,Arizona,11,2014-11-09,12.0
4875,2014,11,9,New Orleans,12,2014-11-09,14.0
4876,2014,11,9,Detroit,13,2014-11-09,11.0
4877,2014,11,9,Dallas,14,2014-11-09,13.0
4878,2014,11,9,Philadelphia,15,2014-11-09,10.0
4879,2014,11,9,Houston,16,2014-11-09,18.0
4880,2014,11,9,Kansas City,17,2014-11-09,17.0
4881,2014,11,9,Carolina,18,2014-11-09,16.0
4882,2014,11,9,Atlanta,19,2014-11-09,20.0
4883,2014,11,9,Pittsburgh,20,2014-11-09,22.0
4884,2014,11,9,Miami,21,2014-11-09,23.0
4885,2014,11,9,Buffalo,22,2014-11-09,24.0
4886,2014,11,9,Chicago,23,2014-11-09,19.0
4887,2014,11,9,Cleveland,24,2014-11-09,21.0
4888,2014,11,9,Minnesota,25,2014-11-09,26.0
4889,2014,11,9,Washington,26,2014-11-09,25.0
4890,2014,11,9,LA Rams,27,2014-11-09,27.0
4891,2014,11,9,Tennessee,28,2014-11-09,28.0
4892,2014,11,9,Tampa Bay,29,2014-11-09,30.0
4893,2014,11,9,NY Jets,30,2014-11-09,29.0
4894,2014,11,9,Las Vegas,31,2014-11-09,31.0
4895,2014,11,9,Jacksonville,32,2014-11-09,32.0
4896,2014,11,2,Seattle,1,2014-11-02,2.0
4897,2014,11,2,Denver,2,2014-11-02,1.0
4898,2014,11,2,Cincinnati,3,2014-11-02,7.0
4899,2014,11,2,San Francisco,4,2014-11-02,3.0
4900,2014,11,2,LA Chargers,5,2014-11-02,4.0
4901,2014,11,2,Baltimore,6,2014-11-02,9.0
4902,2014,11,2,Green Bay,7,2014-11-02,5.0
4903,2014,11,2,New England,8,2014-11-02,6.0
4904,2014,11,2,Arizona,9,2014-11-02,11.0
4905,2014,11,2,Indianapolis,10,2014-11-02,8.0
4906,2014,11,2,New Orleans,11,2014-11-02,12.0
4907,2014,11,2,NY Giants,12,2014-11-02,10.0
4908,2014,11,2,Detroit,13,2014-11-02,13.0
4909,2014,11,2,Dallas,14,2014-11-02,14.0
4910,2014,11,2,Philadelphia,15,2014-11-02,15.0
4911,2014,11,2,Houston,16,2014-11-02,16.0
4912,2014,11,2,Atlanta,17,2014-11-02,19.0
4913,2014,11,2,Kansas City,18,2014-11-02,17.0
4914,2014,11,2,Carolina,19,2014-11-02,18.0
4915,2014,11,2,Pittsburgh,20,2014-11-02,20.0
4916,2014,11,2,Minnesota,21,2014-11-02,25.0
4917,2014,11,2,Chicago,22,2014-11-02,23.0
4918,2014,11,2,Miami,23,2014-11-02,21.0
4919,2014,11,2,Buffalo,24,2014-11-02,22.0
4920,2014,11,2,Cleveland,25,2014-11-02,24.0
4921,2014,11,2,Washington,26,2014-11-02,26.0
4922,2014,11,2,LA Rams,27,2014-11-02,27.0
4923,2014,11,2,Tennessee,28,2014-11-02,28.0
4924,2014,11,2,NY Jets,29,2014-11-02,30.0
4925,2014,11,2,Tampa Bay,30,2014-11-02,29.0
4926,2014,11,2,Las Vegas,31,2014-11-02,31.0
4927,2014,11,2,Jacksonville,32,2014-11-02,32.0
4928,2014,10,26,Denver,1,2014-10-26,2.0
4929,2014,10,26,Seattle,2,2014-10-26,1.0
4930,2014,10,26,Indianapolis,3,2014-10-26,10.0
4931,2014,10,26,Green Bay,4,2014-10-26,7.0
4932,2014,10,26,Baltimore,5,2014-10-26,6.0
4933,2014,10,26,San Francisco,6,2014-10-26,4.0
4934,2014,10,26,New England,7,2014-10-26,8.0
4935,2014,10,26,LA Chargers,8,2014-10-26,5.0
4936,2014,10,26,Philadelphia,9,2014-10-26,15.0
4937,2014,10,26,Arizona,10,2014-10-26,9.0
4938,2014,10,26,Dallas,11,2014-10-26,14.0
4939,2014,10,26,Detroit,12,2014-10-26,13.0
4940,2014,10,26,Cincinnati,13,2014-10-26,3.0
4941,2014,10,26,New Orleans,14,2014-10-26,11.0
4942,2014,10,26,Kansas City,15,2014-10-26,18.0
4943,2014,10,26,NY Giants,16,2014-10-26,12.0
4944,2014,10,26,Houston,17,2014-10-26,16.0
4945,2014,10,26,Carolina,18,2014-10-26,19.0
4946,2014,10,26,Miami,19,2014-10-26,23.0
4947,2014,10,26,Pittsburgh,20,2014-10-26,20.0
4948,2014,10,26,Chicago,21,2014-10-26,22.0
4949,2014,10,26,Atlanta,22,2014-10-26,17.0
4950,2014,10,26,Buffalo,23,2014-10-26,24.0
4951,2014,10,26,Cleveland,24,2014-10-26,25.0
4952,2014,10,26,Minnesota,25,2014-10-26,21.0
4953,2014,10,26,Washington,26,2014-10-26,26.0
4954,2014,10,26,LA Rams,27,2014-10-26,27.0
4955,2014,10,26,Tennessee,28,2014-10-26,28.0
4956,2014,10,26,NY Jets,29,2014-10-26,29.0
4957,2014,10,26,Tampa Bay,30,2014-10-26,30.0
4958,2014,10,26,Las Vegas,31,2014-10-26,31.0
4959,2014,10,26,Jacksonville,32,2014-10-26,32.0
4960,2014,10,19,Denver,1,2014-10-19,1.0
4961,2014,10,19,Seattle,2,2014-10-19,2.0
4962,2014,10,19,San Francisco,3,2014-10-19,6.0
4963,2014,10,19,Baltimore,4,2014-10-19,5.0
4964,2014,10,19,Green Bay,5,2014-10-19,4.0
4965,2014,10,19,New England,6,2014-10-19,7.0
4966,2014,10,19,LA Chargers,7,2014-10-19,8.0
4967,2014,10,19,Indianapolis,8,2014-10-19,3.0
4968,2014,10,19,Cincinnati,9,2014-10-19,13.0
4969,2014,10,19,Philadelphia,10,2014-10-19,9.0
4970,2014,10,19,Detroit,11,2014-10-19,12.0
4971,2014,10,19,Arizona,12,2014-10-19,10.0
4972,2014,10,19,Dallas,13,2014-10-19,11.0
4973,2014,10,19,New Orleans,14,2014-10-19,14.0
4974,2014,10,19,NY Giants,15,2014-10-19,16.0
4975,2014,10,19,Carolina,16,2014-10-19,18.0
4976,2014,10,19,Kansas City,17,2014-10-19,15.0
4977,2014,10,19,Houston,18,2014-10-19,17.0
4978,2014,10,19,Chicago,19,2014-10-19,21.0
4979,2014,10,19,Atlanta,20,2014-10-19,22.0
4980,2014,10,19,Cleveland,21,2014-10-19,24.0
4981,2014,10,19,Pittsburgh,22,2014-10-19,20.0
4982,2014,10,19,Miami,23,2014-10-19,19.0
4983,2014,10,19,Buffalo,24,2014-10-19,23.0
4984,2014,10,19,Washington,25,2014-10-19,26.0
4985,2014,10,19,Minnesota,26,2014-10-19,25.0
4986,2014,10,19,LA Rams,27,2014-10-19,27.0
4987,2014,10,19,Tennessee,28,2014-10-19,28.0
4988,2014,10,19,NY Jets,29,2014-10-19,29.0
4989,2014,10,19,Tampa Bay,30,2014-10-19,30.0
4990,2014,10,19,Las Vegas,31,2014-10-19,31.0
4991,2014,10,19,Jacksonville,32,2014-10-19,32.0
4992,2014,10,12,Denver,1,2014-10-12,1.0
4993,2014,10,12,Seattle,2,2014-10-12,2.0
4994,2014,10,12,San Francisco,3,2014-10-12,3.0
4995,2014,10,12,LA Chargers,4,2014-10-12,7.0
4996,2014,10,12,Green Bay,5,2014-10-12,5.0
4997,2014,10,12,New England,6,2014-10-12,6.0
4998,2014,10,12,Cincinnati,7,2014-10-12,9.0
4999,2014,10,12,Indianapolis,8,2014-10-12,8.0
5000,2014,10,12,Baltimore,9,2014-10-12,4.0
5001,2014,10,12,NY Giants,10,2014-10-12,15.0
5002,2014,10,12,Arizona,11,2014-10-12,12.0
5003,2014,10,12,New Orleans,12,2014-10-12,14.0
5004,2014,10,12,Detroit,13,2014-10-12,11.0
5005,2014,10,12,Dallas,14,2014-10-12,13.0
5006,2014,10,12,Philadelphia,15,2014-10-12,10.0
5007,2014,10,12,Kansas City,16,2014-10-12,17.0
5008,2014,10,12,Houston,17,2014-10-12,18.0
5009,2014,10,12,Carolina,18,2014-10-12,16.0
5010,2014,10,12,Atlanta,19,2014-10-12,20.0
5011,2014,10,12,Pittsburgh,20,2014-10-12,22.0
5012,2014,10,12,Miami,21,2014-10-12,23.0
5013,2014,10,12,Buffalo,22,2014-10-12,24.0
5014,2014,10,12,Chicago,23,2014-10-12,19.0
5015,2014,10,12,Cleveland,24,2014-10-12,21.0
5016,2014,10,12,Minnesota,25,2014-10-12,26.0
5017,2014,10,12,Washington,26,2014-10-12,25.0
5018,2014,10,12,LA Rams,27,2014-10-12,27.0
5019,2014,10,12,Tennessee,28,2014-10-12,28.0
5020,2014,10,12,Tampa Bay,29,2014-10-12,30.0
5021,2014,10,12,NY Jets,30,2014-10-12,29.0
5022,2014,10,12,Las Vegas,31,2014-10-12,31.0
5023,2014,10,12,Jacksonville,32,2014-10-12,32.0
5024,2014,10,5,Seattle,1,2014-10-05,2.0
5025,2014,10,5,Denver,2,2014-10-05,1.0
5026,2014,10,5,Cincinnati,3,2014-10-05,7.0
5027,2014,10,5,San Francisco,4,2014-10-05,3.0
5028,2014,10,5,Green Bay,5,2014-10-05,5.0
5029,2014,10,5,LA Chargers,6,2014-10-05,4.0
5030,2014,10,5,Baltimore,7,2014-10-05,9.0
5031,2014,10,5,Arizona,8,2014-10-05,11.0
5032,2014,10,5,Indianapolis,9,2014-10-05,8.0
5033,2014,10,5,New England,10,2014-10-05,6.0
5034,2014,10,5,Detroit,11,2014-10-05,13.0
5035,2014,10,5,New Orleans,12,2014-10-05,12.0
5036,2014,10,5,NY Giants,13,2014-10-05,10.0
5037,2014,10,5,Dallas,14,2014-10-05,14.0
5038,2014,10,5,Philadelphia,15,2014-10-05,15.0
5039,2014,10,5,Houston,16,2014-10-05,17.0
5040,2014,10,5,Atlanta,17,2014-10-05,19.0
5041,2014,10,5,Kansas City,18,2014-10-05,16.0
5042,2014,10,5,Carolina,19,2014-10-05,18.0
5043,2014,10,5,Pittsburgh,20,2014-10-05,20.0
5044,2014,10,5,Chicago,21,2014-10-05,23.0
5045,2014,10,5,Miami,22,2014-10-05,21.0
5046,2014,10,5,Buffalo,23,2014-10-05,22.0
5047,2014,10,5,Cleveland,24,2014-10-05,24.0
5048,2014,10,5,Minnesota,25,2014-10-05,25.0
5049,2014,10,5,Washington,26,2014-10-05,26.0
5050,2014,10,5,LA Rams,27,2014-10-05,27.0
5051,2014,10,5,Tennessee,28,2014-10-05,28.0
5052,2014,10,5,NY Jets,29,2014-10-05,30.0
5053,2014,10,5,Tampa Bay,30,2014-10-05,29.0
5054,2014,10,5,Las Vegas,31,2014-10-05,31.0
5055,2014,10,5,Jacksonville,32,2014-10-05,32.0
5056,2014,9,28,Seattle,1,2014-09-28,1.0
5057,2014,9,28,Denver,2,2014-09-28,2.0
5058,2014,9,28,Cincinnati,3,2014-09-28,3.0
5059,2014,9,28,San Francisco,4,2014-09-28,4.0
5060,2014,9,28,New England,5,2014-09-28,10.0
5061,2014,9,28,New Orleans,6,2014-09-28,12.0
5062,2014,9,28,LA Chargers,7,2014-09-28,6.0
5063,2014,9,28,Arizona,8,2014-09-28,8.0
5064,2014,9,28,NY Giants,9,2014-09-28,13.0
5065,2014,9,28,Carolina,10,2014-09-28,19.0
5066,2014,9,28,Detroit,11,2014-09-28,11.0
5067,2014,9,28,Indianapolis,12,2014-09-28,9.0
5068,2014,9,28,Baltimore,13,2014-09-28,7.0
5069,2014,9,28,Atlanta,14,2014-09-28,17.0
5070,2014,9,28,Green Bay,15,2014-09-28,5.0
5071,2014,9,28,Houston,16,2014-09-28,16.0
5072,2014,9,28,Philadelphia,17,2014-09-28,15.0
5073,2014,9,28,Pittsburgh,18,2014-09-28,20.0
5074,2014,9,28,Chicago,19,2014-09-28,21.0
5075,2014,9,28,Dallas,20,2014-09-28,14.0
5076,2014,9,28,Kansas City,21,2014-09-28,18.0
5077,2014,9,28,Minnesota,22,2014-09-28,25.0
5078,2014,9,28,Buffalo,23,2014-09-28,23.0
5079,2014,9,28,Cleveland,24,2014-09-28,24.0
5080,2014,9,28,Miami,25,2014-09-28,22.0
5081,2014,9,28,Washington,26,2014-09-28,26.0
5082,2014,9,28,Tennessee,27,2014-09-28,28.0
5083,2014,9,28,LA Rams,28,2014-09-28,27.0
5084,2014,9,28,NY Jets,29,2014-09-28,29.0
5085,2014,9,28,Tampa Bay,30,2014-09-28,30.0
5086,2014,9,28,Las Vegas,31,2014-09-28,31.0
5087,2014,9,28,Jacksonville,32,2014-09-28,32.0
5088,2014,9,21,Seattle,1,2014-09-21,1.0
5089,2014,9,21,Denver,2,2014-09-21,2.0
5090,2014,9,21,San Francisco,3,2014-09-21,4.0
5091,2014,9,21,New England,4,2014-09-21,5.0
5092,2014,9,21,Cincinnati,5,2014-09-21,3.0
5093,2014,9,21,Carolina,6,2014-09-21,10.0
5094,2014,9,21,New Orleans,7,2014-09-21,6.0
5095,2014,9,21,LA Chargers,8,2014-09-21,7.0
5096,2014,9,21,Green Bay,9,2014-09-21,15.0
5097,2014,9,21,Arizona,10,2014-09-21,8.0
5098,2014,9,21,Houston,11,2014-09-21,16.0
5099,2014,9,21,Atlanta,12,2014-09-21,14.0
5100,2014,9,21,Baltimore,13,2014-09-21,13.0
5101,2014,9,21,Detroit,14,2014-09-21,11.0
5102,2014,9,21,Philadelphia,15,2014-09-21,17.0
5103,2014,9,21,Indianapolis,16,2014-09-21,12.0
5104,2014,9,21,Dallas,17,2014-09-21,20.0
5105,2014,9,21,Chicago,18,2014-09-21,19.0
5106,2014,9,21,NY Giants,19,2014-09-21,9.0
5107,2014,9,21,Miami,20,2014-09-21,25.0
5108,2014,9,21,Washington,21,2014-09-21,26.0
5109,2014,9,21,Pittsburgh,22,2014-09-21,18.0
5110,2014,9,21,Buffalo,23,2014-09-21,23.0
5111,2014,9,21,Minnesota,24,2014-09-21,22.0
5112,2014,9,21,Cleveland,25,2014-09-21,24.0
5113,2014,9,21,Tennessee,26,2014-09-21,27.0
5114,2014,9,21,Kansas City,27,2014-09-21,21.0
5115,2014,9,21,LA Rams,28,2014-09-21,28.0
5116,2014,9,21,NY Jets,29,2014-09-21,29.0
5117,2014,9,21,Tampa Bay,30,2014-09-21,30.0
5118,2014,9,21,Las Vegas,31,2014-09-21,31.0
5119,2014,9,21,Jacksonville,32,2014-09-21,32.0
5120,2014,9,14,Seattle,1,2014-09-14,1.0
5121,2014,9,14,Denver,2,2014-09-14,2.0
5122,2014,9,14,San Francisco,3,2014-09-14,3.0
5123,2014,9,14,New England,4,2014-09-14,4.0
5124,2014,9,14,New Orleans,5,2014-09-14,7.0
5125,2014,9,14,Cincinnati,6,2014-09-14,5.0
5126,2014,9,14,Carolina,7,2014-09-14,6.0
5127,2014,9,14,Green Bay,8,2014-09-14,9.0
5128,2014,9,14,Detroit,9,2014-09-14,14.0
5129,2014,9,14,Baltimore,10,2014-09-14,13.0
5130,2014,9,14,LA Chargers,11,2014-09-14,8.0
5131,2014,9,14,Indianapolis,12,2014-09-14,16.0
5132,2014,9,14,Arizona,13,2014-09-14,10.0
5133,2014,9,14,Houston,14,2014-09-14,11.0
5134,2014,9,14,Philadelphia,15,2014-09-14,15.0
5135,2014,9,14,Miami,16,2014-09-14,20.0
5136,2014,9,14,NY Giants,17,2014-09-14,19.0
5137,2014,9,14,Minnesota,18,2014-09-14,24.0
5138,2014,9,14,Atlanta,19,2014-09-14,12.0
5139,2014,9,14,Pittsburgh,20,2014-09-14,22.0
5140,2014,9,14,Tennessee,21,2014-09-14,26.0
5141,2014,9,14,Dallas,22,2014-09-14,17.0
5142,2014,9,14,Chicago,23,2014-09-14,18.0
5143,2014,9,14,Washington,24,2014-09-14,21.0
5144,2014,9,14,Buffalo,25,2014-09-14,23.0
5145,2014,9,14,Cleveland,26,2014-09-14,25.0
5146,2014,9,14,Tampa Bay,27,2014-09-14,30.0
5147,2014,9,14,Kansas City,28,2014-09-14,27.0
5148,2014,9,14,LA Rams,29,2014-09-14,28.0
5149,2014,9,14,NY Jets,30,2014-09-14,29.0
5150,2014,9,14,Las Vegas,31,2014-09-14,31.0
5151,2014,9,14,Jacksonville,32,2014-09-14,32.0
5152,2014,9,7,Seattle,1,2014-09-07,1.0
5153,2014,9,7,Denver,2,2014-09-07,2.0
5154,2014,9,7,San Francisco,3,2014-09-07,3.0
5155,2014,9,7,New England,4,2014-09-07,4.0
5156,2014,9,7,New Orleans,5,2014-09-07,5.0
5157,2014,9,7,Cincinnati,6,2014-09-07,6.0
5158,2014,9,7,Carolina,7,2014-09-07,7.0
5159,2014,9,7,NY Giants,8,2014-09-07,17.0
5160,2014,9,7,LA Chargers,9,2014-09-07,11.0
5161,2014,9,7,Arizona,10,2014-09-07,13.0
5162,2014,9,7,Indianapolis,11,2014-09-07,12.0
5163,2014,9,7,Baltimore,12,2014-09-07,10.0
5164,2014,9,7,Detroit,13,2014-09-07,9.0
5165,2014,9,7,Philadelphia,14,2014-09-07,15.0
5166,2014,9,7,Houston,15,2014-09-07,14.0
5167,2014,9,7,Pittsburgh,16,2014-09-07,20.0
5168,2014,9,7,Atlanta,17,2014-09-07,19.0
5169,2014,9,7,Miami,18,2014-09-07,16.0
5170,2014,9,7,Green Bay,19,2014-09-07,8.0
5171,2014,9,7,Dallas,20,2014-09-07,22.0
5172,2014,9,7,LA Rams,21,2014-09-07,29.0
5173,2014,9,7,Chicago,22,2014-09-07,23.0
5174,2014,9,7,Kansas City,23,2014-09-07,28.0
5175,2014,9,7,Washington,24,2014-09-07,24.0
5176,2014,9,7,Minnesota,25,2014-09-07,18.0
5177,2014,9,7,Tennessee,26,2014-09-07,21.0
5178,2014,9,7,Cleveland,27,2014-09-07,26.0
