year,month,day,team,third_down_conversion_percentage
2015,12,20,Indianapolis,25.00%
2015,12,20,Carolina,50.00%
2015,12,20,Pittsburgh,57.14%
2015,12,20,NY Giants,45.45%
2015,12,20,Kansas City,54.55%
2015,12,20,Houston,21.43%
2015,12,20,Minnesota,54.55%
2015,12,20,Jacksonville,22.22%
2015,12,20,Buffalo,37.50%
2015,12,20,Detroit,38.46%
2015,12,20,Philadelphia,50.00%
2015,12,20,Green Bay,50.00%
2015,12,20,Baltimore,27.27%
2015,12,20,Dallas,18.18%
2015,12,20,Tennessee,21.43%
2015,12,20,Denver,22.22%
2015,12,20,San Francisco,15.38%
2015,12,20,Miami,43.75%
2015,12,20,LA Rams,20.00%
2015,12,13,Arizona,46.15%
2015,12,13,Atlanta,50.00%
2015,12,13,Las Vegas,42.86%
2015,12,13,New Orleans,30.00%
2015,12,13,New England,41.18%
2015,12,13,LA Chargers,35.71%
2015,12,13,Tampa Bay,54.55%
2015,12,13,Cleveland,46.15%
2015,12,13,Seattle,69.23%
2015,12,13,Cincinnati,41.67%
2015,12,13,NY Jets,40.00%
2015,12,13,Chicago,47.06%
2015,12,13,Indianapolis,21.43%
2015,12,13,Washington,37.50%
2015,12,13,Houston,46.67%
2015,12,13,Carolina,37.50%
2015,12,13,NY Giants,26.67%
2015,12,13,Pittsburgh,61.54%
2015,12,13,Jacksonville,71.43%
2015,12,13,Minnesota,54.55%
2015,12,13,Dallas,11.11%
2015,12,13,Kansas City,37.50%
2015,12,13,Buffalo,50.00%
2015,12,13,Detroit,37.50%
2015,12,13,Philadelphia,42.86%
2015,12,13,Green Bay,25.00%
2015,12,13,Baltimore,35.71%
2015,12,13,Tennessee,61.54%
2015,12,13,Denver,46.15%
2015,12,13,San Francisco,43.75%
2015,12,13,Miami,30.77%
2015,12,13,LA Rams,8.33%
2015,12,6,Arizona,50.00%
2015,12,6,Atlanta,45.45%
2015,12,6,New Orleans,25.00%
2015,12,6,Las Vegas,53.33%
2015,12,6,LA Chargers,42.86%
2015,12,6,New England,15.38%
2015,12,6,Indianapolis,43.75%
2015,12,6,Cleveland,26.67%
2015,12,6,Tampa Bay,46.15%
2015,12,6,Cincinnati,30.00%
2015,12,6,NY Jets,58.82%
2015,12,6,Washington,26.67%
2015,12,6,Chicago,35.71%
2015,12,6,Seattle,53.85%
2015,12,6,NY Giants,20.00%
2015,12,6,Carolina,50.00%
2015,12,6,Dallas,46.15%
2015,12,6,Houston,46.15%
2015,12,6,Minnesota,58.33%
2015,12,6,Kansas City,46.15%
2015,12,6,Detroit,37.50%
2015,12,6,Pittsburgh,45.45%
2015,12,6,Buffalo,41.67%
2015,12,6,Green Bay,25.00%
2015,12,6,Baltimore,18.18%
2015,12,6,Jacksonville,33.33%
2015,12,6,Philadelphia,42.86%
2015,12,6,Denver,25.00%
2015,12,6,Tennessee,25.00%
2015,12,6,San Francisco,0.00%
2015,12,6,Miami,26.67%
2015,12,6,LA Rams,40.00%
2015,11,29,New England,50.00%
2015,11,29,Cincinnati,58.33%
2015,11,29,Atlanta,35.71%
2015,11,29,New Orleans,35.00%
2015,11,29,NY Jets,57.14%
2015,11,29,Las Vegas,41.67%
2015,11,29,Cleveland,25.00%
2015,11,29,Chicago,42.86%
2015,11,29,Washington,45.45%
2015,11,29,LA Chargers,50.00%
2015,11,29,NY Giants,27.27%
2015,11,29,Indianapolis,23.08%
2015,11,29,Houston,40.00%
2015,11,29,Arizona,41.67%
2015,11,29,Green Bay,33.33%
2015,11,29,Seattle,38.46%
2015,11,29,San Francisco,9.09%
2015,11,29,Detroit,10.00%
2015,11,29,Tampa Bay,58.33%
2015,11,29,Dallas,54.55%
2015,11,29,Carolina,22.22%
2015,11,29,Pittsburgh,20.00%
2015,11,29,Minnesota,38.46%
2015,11,29,Jacksonville,35.71%
2015,11,29,Baltimore,38.46%
2015,11,29,Buffalo,25.00%
2015,11,29,Kansas City,56.25%
2015,11,29,Tennessee,11.11%
2015,11,29,Philadelphia,38.89%
2015,11,29,Denver,22.22%
2015,11,29,LA Rams,11.11%
2015,11,29,Miami,11.11%
2015,11,22,New England,41.67%
2015,11,22,New Orleans,50.00%
2015,11,22,Atlanta,25.00%
2015,11,22,Cincinnati,58.33%
2015,11,22,Cleveland,40.00%
2015,11,22,Las Vegas,43.75%
2015,11,22,Chicago,42.86%
2015,11,22,NY Jets,50.00%
2015,11,22,Washington,33.33%
2015,11,22,Indianapolis,43.75%
2015,11,22,NY Giants,30.77%
2015,11,22,LA Chargers,50.00%
2015,11,22,San Francisco,38.46%
2015,11,22,Detroit,52.94%
2015,11,22,Houston,50.00%
2015,11,22,Pittsburgh,25.00%
2015,11,22,Carolina,36.36%
2015,11,22,Arizona,41.67%
2015,11,22,Green Bay,33.33%
2015,11,22,Seattle,28.57%
2015,11,22,Tennessee,20.00%
2015,11,22,Jacksonville,33.33%
2015,11,22,Minnesota,35.29%
2015,11,22,Buffalo,38.46%
2015,11,22,Baltimore,30.77%
2015,11,22,Tampa Bay,45.45%
2015,11,22,Dallas,28.57%
2015,11,22,LA Rams,27.78%
2015,11,22,Miami,55.56%
2015,11,22,Denver,22.22%
2015,11,22,Philadelphia,37.50%
2015,11,22,Kansas City,25.00%
2015,11,15,New England,30.00%
2015,11,15,Atlanta,40.00%
2015,11,15,Cleveland,63.16%
2015,11,15,New Orleans,50.00%
2015,11,15,Las Vegas,43.75%
2015,11,15,Washington,33.33%
2015,11,15,Cincinnati,40.00%
2015,11,15,NY Giants,64.29%
2015,11,15,Chicago,42.86%
2015,11,15,Indianapolis,27.27%
2015,11,15,NY Jets,37.50%
2015,11,15,San Francisco,57.14%
2015,11,15,Pittsburgh,35.71%
2015,11,15,Tennessee,38.46%
2015,11,15,LA Chargers,28.57%
2015,11,15,Seattle,38.46%
2015,11,15,Carolina,27.27%
2015,11,15,Green Bay,30.77%
2015,11,15,Houston,50.00%
2015,11,15,Arizona,12.50%
2015,11,15,Detroit,47.06%
2015,11,15,Jacksonville,25.00%
2015,11,15,Minnesota,37.50%
2015,11,15,Buffalo,33.33%
2015,11,15,Baltimore,35.71%
2015,11,15,Tampa Bay,45.45%
2015,11,15,Dallas,28.57%
2015,11,15,Denver,15.38%
2015,11,15,LA Rams,27.78%
2015,11,15,Kansas City,35.71%
2015,11,15,Philadelphia,36.36%
2015,11,15,Miami,0.00%
2015,11,8,New England,78.57%
2015,11,8,Atlanta,56.25%
2015,11,8,New Orleans,46.15%
2015,11,8,Washington,52.94%
2015,11,8,Cincinnati,60.00%
2015,11,8,Indianapolis,46.67%
2015,11,8,Las Vegas,46.15%
2015,11,8,Chicago,58.82%
2015,11,8,Cleveland,30.77%
2015,11,8,Pittsburgh,15.38%
2015,11,8,LA Chargers,27.27%
2015,11,8,Arizona,18.18%
2015,11,8,NY Jets,37.50%
2015,11,8,Green Bay,33.33%
2015,11,8,NY Giants,20.00%
2015,11,8,Tennessee,30.77%
2015,11,8,Seattle,46.15%
2015,11,8,Carolina,27.27%
2015,11,8,Jacksonville,38.89%
2015,11,8,San Francisco,30.77%
2015,11,8,Denver,22.22%
2015,11,8,Minnesota,37.50%
2015,11,8,Houston,46.67%
2015,11,8,Buffalo,18.75%
2015,11,8,Dallas,25.00%
2015,11,8,Baltimore,35.29%
2015,11,8,Detroit,23.08%
2015,11,8,LA Rams,38.46%
2015,11,8,Tampa Bay,50.00%
2015,11,8,Miami,0.00%
2015,11,8,Kansas City,43.75%
2015,11,8,Philadelphia,33.33%
2015,11,1,New England,78.57%
2015,11,1,Atlanta,64.29%
2015,11,1,Pittsburgh,50.00%
2015,11,1,Arizona,46.15%
2015,11,1,New Orleans,58.33%
2015,11,1,NY Giants,33.33%
2015,11,1,Cleveland,50.00%
2015,11,1,LA Chargers,47.06%
2015,11,1,Indianapolis,36.36%
2015,11,1,Las Vegas,42.86%
2015,11,1,Washington,40.00%
2015,11,1,Green Bay,36.36%
2015,11,1,NY Jets,41.18%
2015,11,1,Cincinnati,53.33%
2015,11,1,Carolina,45.45%
2015,11,1,Buffalo,53.85%
2015,11,1,Tennessee,30.77%
2015,11,1,Denver,33.33%
2015,11,1,San Francisco,33.33%
2015,11,1,Chicago,23.08%
2015,11,1,Dallas,16.67%
2015,11,1,Detroit,33.33%
2015,11,1,Jacksonville,50.00%
2015,11,1,Seattle,31.25%
2015,11,1,Miami,30.77%
2015,11,1,Minnesota,33.33%
2015,11,1,Baltimore,43.75%
2015,11,1,Houston,44.44%
2015,11,1,LA Rams,20.00%
2015,11,1,Philadelphia,26.67%
2015,11,1,Tampa Bay,8.33%
2015,11,1,Kansas City,20.00%
2015,10,25,New England,41.67%
2015,10,25,New Orleans,50.00%
2015,10,25,Atlanta,25.00%
2015,10,25,Cincinnati,58.33%
2015,10,25,Cleveland,40.00%
2015,10,25,Las Vegas,43.75%
2015,10,25,Chicago,42.86%
2015,10,25,NY Jets,50.00%
2015,10,25,Washington,33.33%
2015,10,25,Indianapolis,43.75%
2015,10,25,NY Giants,30.77%
2015,10,25,LA Chargers,50.00%
2015,10,25,Detroit,52.94%
2015,10,25,Houston,50.00%
2015,10,25,Pittsburgh,25.00%
2015,10,25,Arizona,41.67%
2015,10,25,Carolina,36.36%
2015,10,25,Green Bay,33.33%
2015,10,25,Seattle,38.46%
2015,10,25,San Francisco,9.09%
2015,10,25,Tennessee,20.00%
2015,10,25,Jacksonville,33.33%
2015,10,25,Minnesota,35.29%
2015,10,25,Buffalo,38.46%
2015,10,25,Baltimore,30.77%
2015,10,25,Tampa Bay,45.45%
2015,10,25,Dallas,28.57%
2015,10,25,LA Rams,27.78%
2015,10,25,Miami,55.56%
2015,10,25,Denver,22.22%
2015,10,25,Philadelphia,37.50%
2015,10,25,Kansas City,25.00%
2015,10,18,New England,30.00%
2015,10,18,New Orleans,50.00%
2015,10,18,Cleveland,63.16%
2015,10,18,Atlanta,25.00%
2015,10,18,Las Vegas,43.75%
2015,10,18,Washington,33.33%
2015,10,18,Cincinnati,40.00%
2015,10,18,NY Giants,64.29%
2015,10,18,Chicago,42.86%
2015,10,18,Indianapolis,27.27%
2015,10,18,NY Jets,37.50%
2015,10,18,San Francisco,57.14%
2015,10,18,Pittsburgh,35.71%
2015,10,18,Tennessee,38.46%
2015,10,18,LA Chargers,28.57%
2015,10,18,Seattle,38.46%
2015,10,18,Carolina,27.27%
2015,10,18,Green Bay,30.77%
2015,10,18,Houston,50.00%
2015,10,18,Arizona,12.50%
2015,10,18,Detroit,47.06%
2015,10,18,Jacksonville,25.00%
2015,10,18,Minnesota,37.50%
2015,10,18,Buffalo,33.33%
2015,10,18,Baltimore,35.71%
2015,10,18,Tampa Bay,45.45%
2015,10,18,Dallas,28.57%
2015,10,18,Denver,15.38%
2015,10,18,LA Rams,27.78%
2015,10,18,Kansas City,35.71%
2015,10,18,Philadelphia,36.36%
2015,10,18,Miami,0.00%
2015,10,11,New England,78.57%
2015,10,11,Atlanta,56.25%
2015,10,11,New Orleans,46.15%
2015,10,11,Washington,52.94%
2015,10,11,Cincinnati,60.00%
2015,10,11,Las Vegas,46.15%
2015,10,11,Chicago,58.82%
2015,10,11,Cleveland,30.77%
2015,10,11,Indianapolis,27.27%
2015,10,11,Pittsburgh,15.38%
2015,10,11,LA Chargers,27.27%
2015,10,11,Arizona,18.18%
2015,10,11,NY Jets,37.50%
2015,10,11,Green Bay,33.33%
2015,10,11,NY Giants,20.00%
2015,10,11,Tennessee,30.77%
2015,10,11,Seattle,46.15%
2015,10,11,Carolina,27.27%
2015,10,11,Houston,50.00%
2015,10,11,Jacksonville,38.89%
2015,10,11,San Francisco,30.77%
2015,10,11,Denver,22.22%
2015,10,11,Minnesota,37.50%
2015,10,11,Buffalo,18.75%
2015,10,11,Dallas,25.00%
2015,10,11,Baltimore,35.29%
2015,10,11,Detroit,23.08%
2015,10,11,LA Rams,38.46%
2015,10,11,Tampa Bay,50.00%
2015,10,11,Miami,0.00%
2015,10,11,Kansas City,43.75%
2015,10,11,Philadelphia,33.33%
2015,10,4,New England,78.57%
2015,10,4,Atlanta,64.29%
2015,10,4,Arizona,46.15%
2015,10,4,New Orleans,58.33%
2015,10,4,NY Giants,33.33%
2015,10,4,Cleveland,50.00%
2015,10,4,LA Chargers,47.06%
2015,10,4,Indianapolis,36.36%
2015,10,4,Las Vegas,42.86%
2015,10,4,Washington,40.00%
2015,10,4,Green Bay,36.36%
2015,10,4,NY Jets,41.18%
2015,10,4,Cincinnati,53.33%
2015,10,4,Pittsburgh,15.38%
2015,10,4,Carolina,45.45%
2015,10,4,Buffalo,53.85%
2015,10,4,Tennessee,30.77%
2015,10,4,Denver,33.33%
2015,10,4,San Francisco,33.33%
2015,10,4,Chicago,23.08%
2015,10,4,Dallas,16.67%
2015,10,4,Detroit,33.33%
2015,10,4,Jacksonville,50.00%
2015,10,4,Seattle,31.25%
2015,10,4,Miami,30.77%
2015,10,4,Minnesota,33.33%
2015,10,4,Baltimore,35.29%
2015,10,4,Houston,44.44%
2015,10,4,LA Rams,20.00%
2015,10,4,Philadelphia,26.67%
2015,10,4,Tampa Bay,8.33%
2015,10,4,Kansas City,20.00%
2015,9,27,Arizona,55.56%
2015,9,27,Pittsburgh,60.00%
2015,9,27,Atlanta,64.71%
2015,9,27,Indianapolis,42.86%
2015,9,27,New England,30.00%
2015,9,27,Green Bay,36.36%
2015,9,27,NY Giants,33.33%
2015,9,27,Las Vegas,64.29%
2015,9,27,LA Chargers,36.36%
2015,9,27,Chicago,16.67%
2015,9,27,Washington,40.00%
2015,9,27,Cleveland,36.36%
2015,9,27,NY Jets,33.33%
2015,9,27,Tennessee,43.75%
2015,9,27,New Orleans,50.00%
2015,9,27,Dallas,33.33%
2015,9,27,San Francisco,41.18%
2015,9,27,Denver,37.50%
2015,9,27,Carolina,30.77%
2015,9,27,Seattle,33.33%
2015,9,27,Detroit,46.15%
2015,9,27,Miami,33.33%
2015,9,27,Cincinnati,40.00%
2015,9,27,LA Rams,16.67%
2015,9,27,Minnesota,50.00%
2015,9,27,Buffalo,30.77%
2015,9,27,Jacksonville,35.71%
2015,9,27,Tampa Bay,35.71%
2015,9,27,Baltimore,36.36%
2015,9,27,Houston,26.32%
2015,9,27,Philadelphia,18.18%
2015,9,27,Kansas City,0.00%
2015,9,20,Chicago,64.71%
2015,9,20,New England,63.64%
2015,9,20,Green Bay,60.00%
2015,9,20,LA Rams,54.55%
2015,9,20,Dallas,54.55%
2015,9,20,LA Chargers,54.55%
2015,9,20,NY Jets,53.85%
2015,9,20,Indianapolis,53.33%
2015,9,20,Cleveland,50.00%
2015,9,20,Arizona,50.00%
2015,9,20,Carolina,47.06%
2015,9,20,Pittsburgh,46.67%
2015,9,20,Tennessee,44.44%
2015,9,20,NY Giants,42.86%
2015,9,20,Washington,42.86%
2015,9,20,Seattle,42.11%
2015,9,20,Miami,41.67%
2015,9,20,San Francisco,41.67%
2015,9,20,Denver,37.50%
2015,9,20,New Orleans,38.89%
2015,9,20,Buffalo,38.46%
2015,9,20,Cincinnati,30.77%
2015,9,20,Detroit,30.00%
2015,9,20,Atlanta,28.57%
2015,9,20,Philadelphia,25.00%
2015,9,20,Las Vegas,25.00%
2015,9,20,Jacksonville,25.00%
2015,9,20,Tampa Bay,21.43%
2015,9,20,Houston,21.43%
2015,9,20,Baltimore,15.38%
2015,9,20,Kansas City,0.00%
2015,9,20,Minnesota,11.11%
2015,9,13,New England,63.64%
2015,9,13,Pittsburgh,46.67%
2015,9,6,New Orleans,50.00%
2015,9,6,Dallas,50.00%
2015,9,6,Green Bay,21.43%
2015,9,6,New England,66.67%
2015,9,6,LA Chargers,18.18%
2015,9,6,Atlanta,43.75%
2015,9,6,Pittsburgh,31.25%
2015,9,6,Seattle,50.00%
2015,9,6,Philadelphia,43.75%
2015,9,6,NY Giants,38.89%
2015,9,6,Denver,25.00%
2015,9,6,Carolina,56.25%
2015,9,6,Indianapolis,27.27%
2015,9,6,San Francisco,41.67%
2015,9,6,Miami,30.77%
2015,9,6,Cincinnati,40.00%
2015,9,6,Kansas City,16.67%
2015,9,6,Baltimore,11.11%
2015,9,6,Arizona,25.00%
2015,9,6,Minnesota,53.33%
2015,9,6,NY Jets,42.86%
2015,9,6,Houston,55.56%
2015,9,6,Detroit,36.36%
2015,9,6,Chicago,26.67%
2015,9,6,Tampa Bay,52.94%
2015,9,6,Buffalo,45.45%
2015,9,6,LA Rams,25.00%
2015,9,6,Las Vegas,33.33%
2015,9,6,Jacksonville,0.00%
2015,9,6,Washington,33.33%
2015,9,6,Tennessee,25.00%
2015,9,6,Cleveland,23.08%
2015,2,22,New Orleans,50.00%
2015,2,22,Dallas,50.00%
2015,2,22,Green Bay,21.43%
2015,2,22,New England,66.67%
2015,2,22,LA Chargers,18.18%
2015,2,22,Atlanta,43.75%
2015,2,22,Pittsburgh,31.25%
2015,2,22,Seattle,50.00%
2015,2,22,Philadelphia,43.75%
2015,2,22,NY Giants,38.89%
2015,2,22,Denver,25.00%
2015,2,22,Carolina,56.25%
2015,2,22,Indianapolis,27.27%
2015,2,22,San Francisco,41.67%
2015,2,22,Miami,30.77%
2015,2,22,Cincinnati,40.00%
2015,2,22,Kansas City,16.67%
2015,2,22,Baltimore,11.11%
2015,2,22,Arizona,25.00%
2015,2,22,Minnesota,53.33%
2015,2,22,NY Jets,42.86%
2015,2,22,Houston,55.56%
2015,2,22,Detroit,36.36%
2015,2,22,Chicago,26.67%
2015,2,22,Tampa Bay,52.94%
2015,2,22,Buffalo,45.45%
2015,2,22,LA Rams,25.00%
2015,2,22,Las Vegas,33.33%
2015,2,22,Jacksonville,0.00%
2015,2,22,Washington,33.33%
2015,2,22,Tennessee,25.00%
2015,2,22,Cleveland,23.08%
2015,2,15,New Orleans,50.00%
2015,2,15,Dallas,50.00%
2015,2,15,Green Bay,21.43%
2015,2,15,New England,66.67%
2015,2,15,LA Chargers,18.18%
2015,2,15,Atlanta,43.75%
2015,2,15,Pittsburgh,31.25%
2015,2,15,Seattle,50.00%
2015,2,15,Philadelphia,43.75%
2015,2,15,NY Giants,38.89%
2015,2,15,Denver,25.00%
2015,2,15,Carolina,56.25%
2015,2,15,Indianapolis,27.27%
2015,2,15,San Francisco,41.67%
2015,2,15,Miami,30.77%
2015,2,15,Cincinnati,40.00%
2015,2,15,Kansas City,16.67%
2015,2,15,Baltimore,11.11%
2015,2,15,Arizona,25.00%
2015,2,15,Minnesota,53.33%
2015,2,15,NY Jets,42.86%
2015,2,15,Houston,55.56%
2015,2,15,Detroit,36.36%
2015,2,15,Chicago,26.67%
2015,2,15,Tampa Bay,52.94%
2015,2,15,Buffalo,45.45%
2015,2,15,LA Rams,25.00%
2015,2,15,Las Vegas,33.33%
2015,2,15,Jacksonville,0.00%
2015,2,15,Washington,33.33%
2015,2,15,Tennessee,25.00%
2015,2,15,Cleveland,23.08%
2015,2,8,New Orleans,50.00%
2015,2,8,Dallas,50.00%
2015,2,8,Green Bay,21.43%
2015,2,8,New England,66.67%
2015,2,8,LA Chargers,18.18%
2015,2,8,Atlanta,43.75%
2015,2,8,Pittsburgh,31.25%
2015,2,8,Seattle,50.00%
2015,2,8,Philadelphia,43.75%
2015,2,8,NY Giants,38.89%
2015,2,8,Denver,25.00%
2015,2,8,Carolina,56.25%
2015,2,8,Indianapolis,27.27%
2015,2,8,San Francisco,41.67%
2015,2,8,Miami,30.77%
2015,2,8,Cincinnati,40.00%
2015,2,8,Kansas City,16.67%
2015,2,8,Baltimore,11.11%
2015,2,8,Arizona,25.00%
2015,2,8,Minnesota,53.33%
2015,2,8,NY Jets,42.86%
2015,2,8,Houston,55.56%
2015,2,8,Detroit,36.36%
2015,2,8,Chicago,26.67%
2015,2,8,Tampa Bay,52.94%
2015,2,8,Buffalo,45.45%
2015,2,8,LA Rams,25.00%
2015,2,8,Las Vegas,33.33%
2015,2,8,Jacksonville,0.00%
2015,2,8,Washington,33.33%
2015,2,8,Tennessee,25.00%
2015,2,8,Cleveland,23.08%
2015,2,1,New Orleans,50.00%
2015,2,1,Dallas,50.00%
2015,2,1,Green Bay,21.43%
2015,2,1,New England,66.67%
2015,2,1,LA Chargers,18.18%
2015,2,1,Atlanta,43.75%
2015,2,1,Pittsburgh,31.25%
2015,2,1,Seattle,50.00%
2015,2,1,Philadelphia,43.75%
2015,2,1,NY Giants,38.89%
2015,2,1,Denver,25.00%
2015,2,1,Carolina,56.25%
2015,2,1,Indianapolis,27.27%
2015,2,1,San Francisco,41.67%
2015,2,1,Miami,30.77%
2015,2,1,Cincinnati,40.00%
2015,2,1,Kansas City,16.67%
2015,2,1,Baltimore,11.11%
2015,2,1,Arizona,25.00%
2015,2,1,Minnesota,53.33%
2015,2,1,NY Jets,42.86%
2015,2,1,Houston,55.56%
2015,2,1,Detroit,36.36%
2015,2,1,Chicago,26.67%
2015,2,1,Tampa Bay,52.94%
2015,2,1,Buffalo,45.45%
2015,2,1,LA Rams,25.00%
2015,2,1,Las Vegas,33.33%
2015,2,1,Jacksonville,0.00%
2015,2,1,Washington,33.33%
2015,2,1,Tennessee,25.00%
2015,2,1,Cleveland,23.08%
2015,1,25,New Orleans,50.00%
2015,1,25,Dallas,50.00%
2015,1,25,Green Bay,21.43%
2015,1,25,New England,66.67%
2015,1,25,LA Chargers,18.18%
2015,1,25,Atlanta,43.75%
2015,1,25,Pittsburgh,31.25%
2015,1,25,Seattle,50.00%
2015,1,25,Philadelphia,43.75%
2015,1,25,NY Giants,38.89%
2015,1,25,Denver,25.00%
2015,1,25,Carolina,56.25%
2015,1,25,Indianapolis,27.27%
2015,1,25,San Francisco,41.67%
2015,1,25,Miami,30.77%
2015,1,25,Cincinnati,40.00%
2015,1,25,Kansas City,16.67%
2015,1,25,Baltimore,11.11%
2015,1,25,Arizona,25.00%
2015,1,25,Minnesota,53.33%
2015,1,25,NY Jets,42.86%
2015,1,25,Houston,55.56%
2015,1,25,Detroit,36.36%
2015,1,25,Chicago,26.67%
2015,1,25,Tampa Bay,52.94%
2015,1,25,Buffalo,45.45%
2015,1,25,LA Rams,25.00%
2015,1,25,Las Vegas,33.33%
2015,1,25,Jacksonville,0.00%
2015,1,25,Washington,33.33%
2015,1,25,Tennessee,25.00%
2015,1,25,Cleveland,23.08%
2015,1,18,Green Bay,64.29%
2015,1,18,New Orleans,50.00%
2015,1,18,Dallas,50.00%
2015,1,18,LA Chargers,18.18%
2015,1,18,New England,54.55%
2015,1,18,Atlanta,43.75%
2015,1,18,Pittsburgh,31.25%
2015,1,18,Philadelphia,43.75%
2015,1,18,Seattle,53.85%
2015,1,18,NY Giants,38.89%
2015,1,18,Denver,25.00%
2015,1,18,Carolina,56.25%
2015,1,18,Indianapolis,38.46%
2015,1,18,San Francisco,41.67%
2015,1,18,Miami,30.77%
2015,1,18,Cincinnati,40.00%
2015,1,18,Kansas City,16.67%
2015,1,18,Baltimore,11.11%
2015,1,18,Arizona,25.00%
2015,1,18,Minnesota,53.33%
2015,1,18,NY Jets,42.86%
2015,1,18,Houston,55.56%
2015,1,18,Detroit,36.36%
2015,1,18,Chicago,26.67%
2015,1,18,Tampa Bay,52.94%
2015,1,18,Buffalo,45.45%
2015,1,18,LA Rams,25.00%
2015,1,18,Las Vegas,33.33%
2015,1,18,Jacksonville,0.00%
2015,1,18,Washington,33.33%
2015,1,18,Tennessee,25.00%
2015,1,18,Cleveland,23.08%
2015,1,11,New Orleans,50.00%
2015,1,11,Green Bay,61.54%
2015,1,11,Dallas,42.86%
2015,1,11,LA Chargers,18.18%
2015,1,11,New England,54.55%
2015,1,11,Atlanta,43.75%
2015,1,11,Denver,46.67%
2015,1,11,Pittsburgh,31.25%
2015,1,11,Philadelphia,43.75%
2015,1,11,Seattle,53.85%
2015,1,11,NY Giants,38.89%
2015,1,11,Carolina,56.25%
2015,1,11,Indianapolis,42.86%
2015,1,11,San Francisco,41.67%
2015,1,11,Miami,30.77%
2015,1,11,Cincinnati,40.00%
2015,1,11,Kansas City,16.67%
2015,1,11,Baltimore,11.11%
2015,1,11,Arizona,25.00%
2015,1,11,Minnesota,53.33%
2015,1,11,NY Jets,42.86%
2015,1,11,Houston,55.56%
2015,1,11,Detroit,36.36%
2015,1,11,Chicago,26.67%
2015,1,11,Tampa Bay,52.94%
2015,1,11,Buffalo,45.45%
2015,1,11,LA Rams,25.00%
2015,1,11,Las Vegas,33.33%
2015,1,11,Jacksonville,0.00%
2015,1,11,Washington,33.33%
2015,1,11,Tennessee,25.00%
2015,1,11,Cleveland,23.08%
2015,1,4,New Orleans,50.00%
2015,1,4,Dallas,33.33%
2015,1,4,Green Bay,61.54%
2015,1,4,LA Chargers,18.18%
2015,1,4,Atlanta,43.75%
2015,1,4,New England,33.33%
2015,1,4,Denver,46.67%
2015,1,4,Pittsburgh,31.25%
2015,1,4,Philadelphia,43.75%
2015,1,4,NY Giants,38.89%
2015,1,4,Seattle,46.67%
2015,1,4,Carolina,33.33%
2015,1,4,Indianapolis,31.25%
2015,1,4,Baltimore,36.36%
2015,1,4,San Francisco,41.67%
2015,1,4,Miami,30.77%
2015,1,4,Cincinnati,42.86%
2015,1,4,Kansas City,16.67%
2015,1,4,Arizona,25.00%
2015,1,4,Minnesota,53.33%
2015,1,4,NY Jets,42.86%
2015,1,4,Houston,55.56%
2015,1,4,Detroit,36.36%
2015,1,4,Chicago,26.67%
2015,1,4,Tampa Bay,52.94%
2015,1,4,Buffalo,45.45%
2015,1,4,LA Rams,25.00%
2015,1,4,Las Vegas,33.33%
2015,1,4,Jacksonville,0.00%
2015,1,4,Washington,33.33%
2015,1,4,Tennessee,25.00%
2015,1,4,Cleveland,23.08%
2014,12,28,New Orleans,50.00%
2014,12,28,Dallas,50.00%
2014,12,28,LA Chargers,50.00%
2014,12,28,Green Bay,46.15%
2014,12,28,Pittsburgh,50.00%
2014,12,28,New England,46.15%
2014,12,28,Atlanta,46.67%
2014,12,28,Denver,41.67%
2014,12,28,Philadelphia,56.25%
2014,12,28,NY Giants,47.06%
2014,12,28,Seattle,41.67%
2014,12,28,Carolina,56.25%
2014,12,28,Indianapolis,38.46%
2014,12,28,Baltimore,26.67%
2014,12,28,Kansas City,42.86%
2014,12,28,Miami,69.23%
2014,12,28,Arizona,20.00%
2014,12,28,San Francisco,45.45%
2014,12,28,Cincinnati,18.18%
2014,12,28,Detroit,38.46%
2014,12,28,NY Jets,38.46%
2014,12,28,Chicago,33.33%
2014,12,28,Minnesota,58.33%
2014,12,28,Houston,33.33%
2014,12,28,Buffalo,26.67%
2014,12,28,LA Rams,16.67%
2014,12,28,Tampa Bay,28.57%
2014,12,28,Las Vegas,31.25%
2014,12,28,Jacksonville,38.46%
2014,12,28,Washington,22.22%
2014,12,28,Tennessee,46.67%
2014,12,28,Cleveland,25.00%
2014,12,21,Dallas,38.46%
2014,12,21,New Orleans,36.36%
2014,12,21,LA Chargers,50.00%
2014,12,21,Green Bay,28.57%
2014,12,21,Pittsburgh,54.55%
2014,12,21,New England,61.54%
2014,12,21,Atlanta,54.55%
2014,12,21,Denver,25.00%
2014,12,21,Philadelphia,56.25%
2014,12,21,NY Giants,30.77%
2014,12,21,Baltimore,33.33%
2014,12,21,Seattle,57.14%
2014,12,21,Indianapolis,16.67%
2014,12,21,Arizona,29.41%
2014,12,21,Kansas City,23.08%
2014,12,21,Cincinnati,50.00%
2014,12,21,Carolina,38.46%
2014,12,21,San Francisco,45.45%
2014,12,21,Chicago,16.67%
2014,12,21,Detroit,18.18%
2014,12,21,NY Jets,15.38%
2014,12,21,Miami,18.75%
2014,12,21,Houston,31.25%
2014,12,21,Buffalo,25.00%
2014,12,21,LA Rams,26.67%
2014,12,21,Tampa Bay,41.67%
2014,12,21,Minnesota,36.36%
2014,12,21,Las Vegas,27.78%
2014,12,21,Jacksonville,38.46%
