year,month,day,team,ranking
2019,9,29,Jacksonville,19
2019,9,29,San Francisco,20
2019,9,29,Indianapolis,21
2019,9,29,Denver,22
2019,9,29,Tampa Bay,23
2019,9,29,Detroit,24
2019,9,29,NY Jets,25
2019,9,29,Buffalo,26
2019,9,29,Las Vegas,27
2019,9,29,NY Giants,28
2019,9,29,Washington,29
2019,9,29,Arizona,30
2019,9,29,Cincinnati,31
2019,9,29,Miami,32
2019,2,3,New Orleans,1
2019,2,3,LA Rams,2
2019,2,3,New England,3
2019,2,3,Kansas City,4
2019,2,3,Pittsburgh,5
2019,2,3,LA Chargers,6
2019,2,3,Baltimore,7
2019,2,3,Chicago,8
2019,2,3,Seattle,9
2019,2,3,Philadelphia,10
2019,2,3,Minnesota,11
2019,2,3,Houston,12
2019,2,3,Indianapolis,13
2019,2,3,Atlanta,14
2019,2,3,Dallas,15
2019,2,3,Carolina,16
2019,2,3,Tennessee,17
2019,2,3,Green Bay,18
2019,2,3,Denver,19
2019,2,3,Cleveland,20
2019,2,3,Detroit,21
2019,2,3,Jacksonville,22
2019,2,3,NY Giants,23
2019,2,3,Tampa Bay,24
2019,2,3,Cincinnati,25
2019,2,3,Washington,26
2019,2,3,San Francisco,27
2019,2,3,Buffalo,28
2019,2,3,Miami,29
2019,2,3,NY Jets,30
2019,2,3,Las Vegas,31
2019,2,3,Arizona,32
2019,1,27,New Orleans,1
2019,1,27,LA Rams,2
2019,1,27,New England,3
2019,1,27,Kansas City,4
2019,1,27,Pittsburgh,5
2019,1,27,LA Chargers,6
2019,1,27,Baltimore,7
2019,1,27,Chicago,8
2019,1,27,Seattle,9
2019,1,27,Philadelphia,10
2019,1,27,Minnesota,11
2019,1,27,Houston,12
2019,1,27,Indianapolis,13
2019,1,27,Atlanta,14
2019,1,27,Dallas,15
2019,1,27,Carolina,16
2019,1,27,Tennessee,17
2019,1,27,Green Bay,18
2019,1,27,Denver,19
2019,1,27,Cleveland,20
2019,1,27,Detroit,21
2019,1,27,Jacksonville,22
2019,1,27,NY Giants,23
2019,1,27,Tampa Bay,24
2019,1,27,Cincinnati,25
2019,1,27,Washington,26
2019,1,27,San Francisco,27
2019,1,27,Buffalo,28
2019,1,27,Miami,29
2019,1,27,NY Jets,30
2019,1,27,Las Vegas,31
2019,1,27,Arizona,32
2019,1,20,New Orleans,1
2019,1,20,LA Rams,2
2019,1,20,Kansas City,3
2019,1,20,New England,4
2019,1,20,Pittsburgh,5
2019,1,20,LA Chargers,6
2019,1,20,Baltimore,7
2019,1,20,Chicago,8
2019,1,20,Seattle,9
2019,1,20,Philadelphia,10
2019,1,20,Minnesota,11
2019,1,20,Houston,12
2019,1,20,Indianapolis,13
2019,1,20,Atlanta,14
2019,1,20,Dallas,15
2019,1,20,Carolina,16
2019,1,20,Tennessee,17
2019,1,20,Green Bay,18
2019,1,20,Denver,19
2019,1,20,Cleveland,20
2019,1,20,Jacksonville,21
2019,1,20,Detroit,22
2019,1,20,NY Giants,23
2019,1,20,Tampa Bay,24
2019,1,20,Cincinnati,25
2019,1,20,Washington,26
2019,1,20,San Francisco,27
2019,1,20,Buffalo,28
2019,1,20,Miami,29
2019,1,20,NY Jets,30
2019,1,20,Las Vegas,31
2019,1,20,Arizona,32
2019,1,13,New Orleans,1
2019,1,13,LA Rams,2
2019,1,13,Kansas City,3
2019,1,13,New England,4
2019,1,13,Pittsburgh,5
2019,1,13,LA Chargers,6
2019,1,13,Baltimore,7
2019,1,13,Chicago,8
2019,1,13,Seattle,9
2019,1,13,Philadelphia,10
2019,1,13,Minnesota,11
2019,1,13,Houston,12
2019,1,13,Indianapolis,13
2019,1,13,Atlanta,14
2019,1,13,Dallas,15
2019,1,13,Carolina,16
2019,1,13,Tennessee,17
2019,1,13,Green Bay,18
2019,1,13,Denver,19
2019,1,13,Cleveland,20
2019,1,13,Jacksonville,21
2019,1,13,Detroit,22
2019,1,13,NY Giants,23
2019,1,13,Tampa Bay,24
2019,1,13,Cincinnati,25
2019,1,13,Washington,26
2019,1,13,San Francisco,27
2019,1,13,Buffalo,28
2019,1,13,Miami,29
2019,1,13,NY Jets,30
2019,1,13,Las Vegas,31
2019,1,13,Arizona,32
2019,1,6,New Orleans,1
2019,1,6,LA Rams,2
2019,1,6,Kansas City,3
2019,1,6,New England,4
2019,1,6,Pittsburgh,5
2019,1,6,LA Chargers,6
2019,1,6,Baltimore,7
2019,1,6,Chicago,8
2019,1,6,Seattle,9
2019,1,6,Philadelphia,10
2019,1,6,Minnesota,11
2019,1,6,Houston,12
2019,1,6,Indianapolis,13
2019,1,6,Atlanta,14
2019,1,6,Carolina,15
2019,1,6,Dallas,16
2019,1,6,Tennessee,17
2019,1,6,Green Bay,18
2019,1,6,Denver,19
2019,1,6,Cleveland,20
2019,1,6,Jacksonville,21
2019,1,6,Detroit,22
2019,1,6,NY Giants,23
2019,1,6,Tampa Bay,24
2019,1,6,Cincinnati,25
2019,1,6,Washington,26
2019,1,6,San Francisco,27
2019,1,6,Buffalo,28
2019,1,6,Miami,29
2019,1,6,NY Jets,30
2019,1,6,Las Vegas,31
2019,1,6,Arizona,32
2018,12,30,New Orleans,1
2018,12,30,LA Rams,2
2018,12,30,Kansas City,3
2018,12,30,Pittsburgh,4
2018,12,30,New England,5
2018,12,30,LA Chargers,6
2018,12,30,Baltimore,7
2018,12,30,Chicago,8
2018,12,30,Minnesota,9
2018,12,30,Seattle,10
2018,12,30,Houston,11
2018,12,30,Dallas,12
2018,12,30,Atlanta,13
2018,12,30,Green Bay,14
2018,12,30,Carolina,15
2018,12,30,Philadelphia,16
2018,12,30,Denver,17
2018,12,30,Indianapolis,18
2018,12,30,Washington,19
2018,12,30,Tennessee,20
2018,12,30,Jacksonville,21
2018,12,30,Cleveland,22
2018,12,30,Tampa Bay,23
2018,12,30,Detroit,24
2018,12,30,Cincinnati,25
2018,12,30,NY Giants,26
2018,12,30,Miami,27
2018,12,30,San Francisco,28
2018,12,30,NY Jets,29
2018,12,30,Las Vegas,30
2018,12,30,Buffalo,31
2018,12,30,Arizona,32
2018,12,23,New Orleans,1
2018,12,23,LA Rams,2
2018,12,23,Kansas City,3
2018,12,23,Pittsburgh,4
2018,12,23,New England,5
2018,12,23,Baltimore,6
2018,12,23,LA Chargers,7
2018,12,23,Chicago,8
2018,12,23,Minnesota,9
2018,12,23,Seattle,10
2018,12,23,Houston,11
2018,12,23,Dallas,12
2018,12,23,Carolina,13
2018,12,23,Green Bay,14
2018,12,23,Atlanta,15
2018,12,23,Philadelphia,16
2018,12,23,Indianapolis,17
2018,12,23,Denver,18
2018,12,23,Washington,19
2018,12,23,Tennessee,20
2018,12,23,Jacksonville,21
2018,12,23,Cincinnati,22
2018,12,23,Detroit,23
2018,12,23,Cleveland,24
2018,12,23,Tampa Bay,25
2018,12,23,NY Giants,26
2018,12,23,San Francisco,27
2018,12,23,Miami,28
2018,12,23,NY Jets,29
2018,12,23,Arizona,30
2018,12,23,Las Vegas,31
2018,12,23,Buffalo,32
2018,12,16,New Orleans,1
2018,12,16,LA Rams,2
2018,12,16,Kansas City,3
2018,12,16,Pittsburgh,4
2018,12,16,New England,5
2018,12,16,Baltimore,6
2018,12,16,LA Chargers,7
2018,12,16,Minnesota,8
2018,12,16,Chicago,9
2018,12,16,Philadelphia,10
2018,12,16,Seattle,11
2018,12,16,Atlanta,12
2018,12,16,Carolina,13
2018,12,16,Houston,14
2018,12,16,Green Bay,15
2018,12,16,Dallas,16
