year,month,day,team,defensive_completion_%
2015,10,25,NY Jets,56.82%
2015,10,25,Green Bay,66.15%
2015,10,25,Houston,56.60%
2015,10,25,Cleveland,54.17%
2015,10,25,Carolina,60.00%
2015,10,25,Buffalo,66.67%
2015,10,25,Kansas City,54.84%
2015,10,25,Tennessee,75.86%
2015,10,25,Arizona,55.00%
2015,10,25,Washington,73.08%
2015,10,25,LA Chargers,55.17%
2015,10,25,Minnesota,59.46%
2015,10,25,Denver,51.28%
2015,10,25,Miami,63.41%
2015,10,25,Tampa Bay,69.70%
2015,10,25,New England,60.00%
2015,10,25,Seattle,54.17%
2015,10,25,Indianapolis,62.16%
2015,10,25,Chicago,64.29%
2015,10,25,Philadelphia,63.16%
2015,10,25,Baltimore,59.26%
2015,10,25,Las Vegas,62.86%
2015,10,25,New Orleans,68.18%
2015,10,25,NY Giants,63.16%
2015,10,25,Atlanta,76.92%
2015,10,25,Jacksonville,66.67%
2015,10,25,Dallas,74.07%
2015,10,25,Cincinnati,66.67%
2015,10,25,Pittsburgh,64.44%
2015,10,25,San Francisco,75.00%
2015,10,25,LA Rams,63.33%
2015,10,25,Detroit,63.41%
2015,10,18,NY Jets,43.18%
2015,10,18,Green Bay,38.71%
2015,10,18,Tennessee,61.11%
2015,10,18,Houston,62.07%
2015,10,18,Buffalo,65.63%
2015,10,18,Cleveland,54.29%
2015,10,18,Carolina,60.47%
2015,10,18,Washington,57.14%
2015,10,18,Kansas City,57.78%
2015,10,18,Arizona,58.57%
2015,10,18,Miami,55.17%
2015,10,18,Minnesota,62.96%
2015,10,18,LA Chargers,50.00%
2015,10,18,Tampa Bay,69.70%
2015,10,18,Chicago,53.33%
2015,10,18,Denver,66.67%
2015,10,18,Indianapolis,75.61%
2015,10,18,Philadelphia,60.47%
2015,10,18,Las Vegas,62.86%
2015,10,18,New England,66.67%
2015,10,18,New Orleans,68.18%
2015,10,18,Baltimore,70.59%
2015,10,18,Atlanta,76.92%
2015,10,18,NY Giants,65.71%
2015,10,18,Jacksonville,68.42%
2015,10,18,Dallas,74.07%
2015,10,18,Seattle,68.18%
2015,10,18,Cincinnati,65.22%
2015,10,18,Pittsburgh,72.92%
2015,10,18,San Francisco,75.93%
2015,10,18,LA Rams,63.33%
2015,10,18,Detroit,66.67%
2015,10,11,NY Jets,43.18%
2015,10,11,Tennessee,60.00%
2015,10,11,Green Bay,52.00%
2015,10,11,Buffalo,57.14%
2015,10,11,Houston,62.07%
2015,10,11,Carolina,60.47%
2015,10,11,Cleveland,60.53%
2015,10,11,Washington,53.57%
2015,10,11,Kansas City,70.83%
2015,10,11,Miami,55.17%
2015,10,11,Arizona,66.67%
2015,10,11,Tampa Bay,50.00%
2015,10,11,New Orleans,61.54%
2015,10,11,Minnesota,62.96%
2015,10,11,Denver,65.85%
2015,10,11,Baltimore,73.08%
2015,10,11,Indianapolis,75.61%
2015,10,11,Atlanta,50.88%
2015,10,11,New England,51.52%
2015,10,11,Las Vegas,65.12%
2015,10,11,LA Chargers,78.05%
2015,10,11,Philadelphia,67.39%
2015,10,11,Dallas,80.49%
2015,10,11,Chicago,58.82%
2015,10,11,Jacksonville,63.83%
2015,10,11,Seattle,68.57%
2015,10,11,NY Giants,66.67%
2015,10,11,Pittsburgh,61.76%
2015,10,11,Cincinnati,68.89%
2015,10,11,San Francisco,68.75%
2015,10,11,LA Rams,63.04%
2015,10,11,Detroit,76.92%
2015,10,4,Houston,47.22%
2015,10,4,Tennessee,60.00%
2015,10,4,NY Jets,50.00%
2015,10,4,Buffalo,53.06%
2015,10,4,Green Bay,60.00%
2015,10,4,Carolina,81.58%
2015,10,4,Kansas City,68.57%
2015,10,4,LA Chargers,54.17%
2015,10,4,Cleveland,62.50%
2015,10,4,Dallas,66.67%
2015,10,4,Arizona,47.37%
2015,10,4,Minnesota,65.00%
2015,10,4,New Orleans,64.52%
2015,10,4,Washington,71.88%
2015,10,4,Denver,68.89%
2015,10,4,Miami,72.41%
2015,10,4,Baltimore,73.08%
2015,10,4,Indianapolis,61.36%
2015,10,4,New England,51.52%
2015,10,4,Tampa Bay,61.54%
2015,10,4,Philadelphia,60.34%
2015,10,4,Las Vegas,57.14%
2015,10,4,Seattle,52.94%
2015,10,4,NY Giants,61.22%
2015,10,4,Jacksonville,78.57%
2015,10,4,Pittsburgh,61.76%
2015,10,4,Cincinnati,65.31%
2015,10,4,San Francisco,62.50%
2015,10,4,Chicago,66.67%
2015,10,4,Atlanta,84.62%
2015,10,4,Detroit,73.81%
2015,10,4,LA Rams,83.33%
2015,9,27,Tennessee,53.33%
2015,9,27,Carolina,46.55%
2015,9,27,Green Bay,63.33%
2015,9,27,Kansas City,57.78%
2015,9,27,NY Jets,56.76%
2015,9,27,Houston,48.65%
2015,9,27,Dallas,62.16%
2015,9,27,Cleveland,56.76%
2015,9,27,Buffalo,64.41%
2015,9,27,Denver,64.00%
2015,9,27,Miami,54.55%
2015,9,27,Minnesota,60.38%
2015,9,27,New Orleans,66.67%
2015,9,27,LA Chargers,61.54%
2015,9,27,Baltimore,65.22%
2015,9,27,Washington,71.88%
2015,9,27,Jacksonville,68.18%
2015,9,27,Arizona,68.75%
2015,9,27,Indianapolis,64.71%
2015,9,27,Atlanta,67.50%
2015,9,27,Tampa Bay,63.16%
2015,9,27,NY Giants,61.22%
2015,9,27,Philadelphia,73.53%
2015,9,27,Seattle,75.76%
2015,9,27,New England,76.67%
2015,9,27,Las Vegas,71.11%
2015,9,27,Cincinnati,77.78%
2015,9,27,Pittsburgh,71.74%
2015,9,27,Chicago,70.83%
2015,9,27,San Francisco,77.78%
2015,9,27,LA Rams,85.19%
2015,9,27,Detroit,77.78%
2015,9,20,Tennessee,48.48%
2015,9,20,Green Bay,50.00%
2015,9,20,Buffalo,53.06%
2015,9,20,Carolina,55.00%
2015,9,20,Dallas,55.56%
2015,9,20,NY Jets,56.25%
2015,9,20,Kansas City,57.78%
2015,9,20,Jacksonville,58.06%
2015,9,20,New Orleans,59.38%
2015,9,20,Denver,64.00%
2015,9,20,Baltimore,60.00%
2015,9,20,Cleveland,62.50%
2015,9,20,Arizona,62.50%
2015,9,20,LA Chargers,63.33%
2015,9,20,Washington,64.71%
2015,9,20,Minnesota,65.38%
2015,9,20,Seattle,66.67%
2015,9,20,Houston,66.67%
2015,9,20,Philadelphia,67.65%
2015,9,20,Miami,67.74%
2015,9,20,New England,68.42%
2015,9,20,Atlanta,69.23%
2015,9,20,Cincinnati,69.77%
2015,9,20,San Francisco,71.88%
2015,9,20,Las Vegas,73.53%
2015,9,20,Indianapolis,73.68%
2015,9,20,LA Rams,78.05%
2015,9,20,Pittsburgh,78.13%
2015,9,20,Chicago,78.26%
2015,9,20,NY Giants,80.00%
2015,9,20,Tampa Bay,81.25%
2015,9,20,Detroit,83.33%
2015,9,13,New England,68.42%
2015,9,13,Pittsburgh,78.13%
2015,9,6,Cleveland,61.11%
2015,9,6,Kansas City,58.82%
2015,9,6,Philadelphia,52.83%
2015,9,6,New England,36.36%
2015,9,6,Houston,44.12%
2015,9,6,Indianapolis,65.71%
2015,9,6,San Francisco,57.50%
2015,9,6,Green Bay,50.00%
2015,9,6,Buffalo,54.55%
2015,9,6,Cincinnati,70.45%
2015,9,6,LA Chargers,59.26%
2015,9,6,Seattle,55.88%
2015,9,6,NY Giants,63.89%
2015,9,6,Denver,62.79%
2015,9,6,New Orleans,60.87%
2015,9,6,Arizona,56.25%
2015,9,6,Miami,77.78%
2015,9,6,Atlanta,62.50%
2015,9,6,Tennessee,65.71%
2015,9,6,Las Vegas,58.97%
2015,9,6,NY Jets,58.97%
2015,9,6,Pittsburgh,62.07%
2015,9,6,Detroit,61.29%
2015,9,6,Carolina,68.18%
2015,9,6,Baltimore,66.67%
2015,9,6,Jacksonville,71.43%
2015,9,6,Minnesota,63.89%
2015,9,6,Washington,64.71%
2015,9,6,Dallas,68.57%
2015,9,6,Chicago,68.00%
2015,9,6,LA Rams,68.00%
2015,9,6,Tampa Bay,63.16%
2015,2,22,Cleveland,61.11%
2015,2,22,Kansas City,58.82%
2015,2,22,Philadelphia,52.83%
2015,2,22,New England,36.36%
2015,2,22,Houston,44.12%
2015,2,22,Indianapolis,65.71%
2015,2,22,San Francisco,57.50%
2015,2,22,Green Bay,50.00%
2015,2,22,Buffalo,54.55%
2015,2,22,Cincinnati,70.45%
2015,2,22,LA Chargers,59.26%
2015,2,22,Seattle,55.88%
2015,2,22,NY Giants,63.89%
2015,2,22,Denver,62.79%
2015,2,22,New Orleans,60.87%
2015,2,22,Arizona,56.25%
2015,2,22,Miami,77.78%
2015,2,22,Atlanta,62.50%
2015,2,22,Tennessee,65.71%
2015,2,22,Las Vegas,58.97%
2015,2,22,NY Jets,58.97%
2015,2,22,Pittsburgh,62.07%
2015,2,22,Detroit,61.29%
2015,2,22,Carolina,68.18%
2015,2,22,Baltimore,66.67%
2015,2,22,Jacksonville,71.43%
2015,2,22,Minnesota,63.89%
2015,2,22,Washington,64.71%
2015,2,22,Dallas,68.57%
2015,2,22,Chicago,68.00%
2015,2,22,LA Rams,68.00%
2015,2,22,Tampa Bay,63.16%
2015,2,15,Cleveland,61.11%
2015,2,15,Kansas City,58.82%
2015,2,15,Philadelphia,52.83%
2015,2,15,New England,36.36%
2015,2,15,Houston,44.12%
2015,2,15,Indianapolis,65.71%
2015,2,15,San Francisco,57.50%
2015,2,15,Green Bay,50.00%
2015,2,15,Buffalo,54.55%
2015,2,15,Cincinnati,70.45%
2015,2,15,LA Chargers,59.26%
2015,2,15,Seattle,55.88%
2015,2,15,NY Giants,63.89%
2015,2,15,Denver,62.79%
2015,2,15,New Orleans,60.87%
2015,2,15,Arizona,56.25%
2015,2,15,Miami,77.78%
2015,2,15,Atlanta,62.50%
2015,2,15,Tennessee,65.71%
2015,2,15,Las Vegas,58.97%
2015,2,15,NY Jets,58.97%
2015,2,15,Pittsburgh,62.07%
2015,2,15,Detroit,61.29%
2015,2,15,Carolina,68.18%
2015,2,15,Baltimore,66.67%
2015,2,15,Jacksonville,71.43%
2015,2,15,Minnesota,63.89%
2015,2,15,Washington,64.71%
2015,2,15,Dallas,68.57%
2015,2,15,Chicago,68.00%
2015,2,15,LA Rams,68.00%
2015,2,15,Tampa Bay,63.16%
2015,2,8,Cleveland,61.11%
2015,2,8,Kansas City,58.82%
2015,2,8,Philadelphia,52.83%
2015,2,8,New England,36.36%
2015,2,8,Houston,44.12%
2015,2,8,Indianapolis,65.71%
2015,2,8,San Francisco,57.50%
2015,2,8,Green Bay,50.00%
2015,2,8,Buffalo,54.55%
2015,2,8,Cincinnati,70.45%
2015,2,8,LA Chargers,59.26%
2015,2,8,Seattle,55.88%
2015,2,8,NY Giants,63.89%
2015,2,8,Denver,62.79%
2015,2,8,New Orleans,60.87%
2015,2,8,Arizona,56.25%
2015,2,8,Miami,77.78%
2015,2,8,Atlanta,62.50%
2015,2,8,Tennessee,65.71%
2015,2,8,Las Vegas,58.97%
2015,2,8,NY Jets,58.97%
2015,2,8,Pittsburgh,62.07%
2015,2,8,Detroit,61.29%
2015,2,8,Carolina,68.18%
2015,2,8,Baltimore,66.67%
2015,2,8,Jacksonville,71.43%
2015,2,8,Minnesota,63.89%
2015,2,8,Washington,64.71%
2015,2,8,Dallas,68.57%
2015,2,8,Chicago,68.00%
2015,2,8,LA Rams,68.00%
2015,2,8,Tampa Bay,63.16%
2015,2,1,Cleveland,61.11%
2015,2,1,Kansas City,58.82%
2015,2,1,Philadelphia,52.83%
2015,2,1,New England,36.36%
2015,2,1,Houston,44.12%
2015,2,1,Indianapolis,65.71%
2015,2,1,San Francisco,57.50%
2015,2,1,Green Bay,50.00%
2015,2,1,Buffalo,54.55%
2015,2,1,Cincinnati,70.45%
2015,2,1,LA Chargers,59.26%
2015,2,1,Seattle,55.88%
2015,2,1,NY Giants,63.89%
2015,2,1,Denver,62.79%
2015,2,1,New Orleans,60.87%
2015,2,1,Arizona,56.25%
2015,2,1,Miami,77.78%
2015,2,1,Atlanta,62.50%
2015,2,1,Tennessee,65.71%
2015,2,1,Las Vegas,58.97%
2015,2,1,NY Jets,58.97%
2015,2,1,Pittsburgh,62.07%
2015,2,1,Detroit,61.29%
2015,2,1,Carolina,68.18%
2015,2,1,Baltimore,66.67%
2015,2,1,Jacksonville,71.43%
2015,2,1,Minnesota,63.89%
2015,2,1,Washington,64.71%
2015,2,1,Dallas,68.57%
2015,2,1,Chicago,68.00%
2015,2,1,LA Rams,68.00%
2015,2,1,Tampa Bay,63.16%
2015,1,25,Cleveland,61.11%
2015,1,25,Kansas City,58.82%
2015,1,25,Philadelphia,52.83%
2015,1,25,New England,36.36%
2015,1,25,Houston,44.12%
2015,1,25,Indianapolis,65.71%
2015,1,25,San Francisco,57.50%
2015,1,25,Green Bay,50.00%
2015,1,25,Buffalo,54.55%
2015,1,25,Cincinnati,70.45%
2015,1,25,LA Chargers,59.26%
2015,1,25,Seattle,55.88%
2015,1,25,NY Giants,63.89%
2015,1,25,Denver,62.79%
2015,1,25,New Orleans,60.87%
2015,1,25,Arizona,56.25%
2015,1,25,Miami,77.78%
2015,1,25,Atlanta,62.50%
2015,1,25,Tennessee,65.71%
2015,1,25,Las Vegas,58.97%
2015,1,25,NY Jets,58.97%
2015,1,25,Pittsburgh,62.07%
2015,1,25,Detroit,61.29%
2015,1,25,Carolina,68.18%
2015,1,25,Baltimore,66.67%
2015,1,25,Jacksonville,71.43%
2015,1,25,Minnesota,63.89%
2015,1,25,Washington,64.71%
2015,1,25,Dallas,68.57%
2015,1,25,Chicago,68.00%
2015,1,25,LA Rams,68.00%
2015,1,25,Tampa Bay,63.16%
2015,1,18,Cleveland,61.11%
2015,1,18,Indianapolis,56.52%
2015,1,18,Kansas City,58.82%
2015,1,18,Philadelphia,52.83%
2015,1,18,Houston,44.12%
2015,1,18,San Francisco,57.50%
2015,1,18,Green Bay,78.95%
2015,1,18,New England,62.22%
2015,1,18,Buffalo,54.55%
2015,1,18,Cincinnati,70.45%
2015,1,18,LA Chargers,59.26%
2015,1,18,Seattle,63.89%
2015,1,18,NY Giants,63.89%
2015,1,18,Denver,62.79%
2015,1,18,New Orleans,60.87%
2015,1,18,Arizona,56.25%
2015,1,18,Miami,77.78%
2015,1,18,Atlanta,62.50%
2015,1,18,Tennessee,65.71%
2015,1,18,Las Vegas,58.97%
2015,1,18,NY Jets,58.97%
2015,1,18,Pittsburgh,62.07%
2015,1,18,Detroit,61.29%
2015,1,18,Carolina,68.18%
2015,1,18,Baltimore,66.67%
2015,1,18,Jacksonville,71.43%
2015,1,18,Minnesota,63.89%
2015,1,18,Washington,64.71%
2015,1,18,Dallas,68.57%
2015,1,18,Chicago,68.00%
2015,1,18,LA Rams,68.00%
2015,1,18,Tampa Bay,63.16%
2015,1,11,Cleveland,61.11%
2015,1,11,Kansas City,58.82%
2015,1,11,Philadelphia,52.83%
2015,1,11,Indianapolis,51.43%
2015,1,11,Houston,44.12%
2015,1,11,San Francisco,57.50%
2015,1,11,Green Bay,48.78%
2015,1,11,New England,62.22%
2015,1,11,Buffalo,54.55%
2015,1,11,Cincinnati,70.45%
2015,1,11,LA Chargers,59.26%
2015,1,11,Seattle,63.89%
2015,1,11,NY Giants,63.89%
2015,1,11,Denver,50.00%
2015,1,11,New Orleans,60.87%
2015,1,11,Arizona,56.25%
2015,1,11,Miami,77.78%
2015,1,11,Atlanta,62.50%
2015,1,11,Tennessee,65.71%
2015,1,11,Las Vegas,58.97%
2015,1,11,NY Jets,58.97%
2015,1,11,Pittsburgh,62.07%
2015,1,11,Detroit,61.29%
2015,1,11,Carolina,68.18%
2015,1,11,Baltimore,66.67%
2015,1,11,Jacksonville,71.43%
2015,1,11,Minnesota,63.89%
2015,1,11,Dallas,66.67%
2015,1,11,Washington,64.71%
2015,1,11,Chicago,68.00%
2015,1,11,LA Rams,68.00%
2015,1,11,Tampa Bay,63.16%
2015,1,4,Cleveland,61.11%
2015,1,4,Kansas City,58.82%
2015,1,4,Philadelphia,52.83%
2015,1,4,Houston,44.12%
2015,1,4,San Francisco,57.50%
2015,1,4,Indianapolis,41.94%
2015,1,4,Green Bay,48.78%
2015,1,4,New England,69.57%
2015,1,4,Cincinnati,61.54%
2015,1,4,Buffalo,54.55%
2015,1,4,LA Chargers,59.26%
2015,1,4,Seattle,70.27%
2015,1,4,NY Giants,63.89%
2015,1,4,Denver,50.00%
2015,1,4,New Orleans,60.87%
2015,1,4,Arizona,56.25%
2015,1,4,Miami,77.78%
2015,1,4,Atlanta,62.50%
2015,1,4,Tennessee,65.71%
2015,1,4,Las Vegas,58.97%
2015,1,4,NY Jets,58.97%
2015,1,4,Pittsburgh,62.07%
2015,1,4,Carolina,57.14%
2015,1,4,Baltimore,68.75%
2015,1,4,Detroit,78.26%
2015,1,4,Jacksonville,71.43%
2015,1,4,Minnesota,63.89%
2015,1,4,Dallas,65.85%
2015,1,4,Washington,64.71%
2015,1,4,Chicago,68.00%
2015,1,4,LA Rams,68.00%
2015,1,4,Tampa Bay,63.16%
2014,12,28,Cleveland,58.06%
2014,12,28,Kansas City,72.00%
2014,12,28,San Francisco,61.11%
2014,12,28,Philadelphia,69.57%
2014,12,28,New England,62.96%
2014,12,28,Houston,42.00%
2014,12,28,Green Bay,46.15%
2014,12,28,Cincinnati,63.64%
2014,12,28,Indianapolis,90.48%
2014,12,28,Buffalo,50.00%
2014,12,28,Seattle,40.00%
2014,12,28,LA Chargers,62.50%
2014,12,28,NY Giants,75.00%
2014,12,28,Miami,73.08%
2014,12,28,New Orleans,75.00%
2014,12,28,Denver,65.38%
2014,12,28,Arizona,65.63%
2014,12,28,Atlanta,63.83%
2014,12,28,Tennessee,51.85%
2014,12,28,Pittsburgh,69.57%
2014,12,28,Las Vegas,65.31%
2014,12,28,Detroit,58.97%
2014,12,28,NY Jets,65.71%
2014,12,28,Baltimore,48.84%
2014,12,28,Carolina,47.62%
2014,12,28,Jacksonville,68.57%
2014,12,28,Minnesota,74.47%
2014,12,28,Dallas,68.18%
2014,12,28,Washington,74.00%
2014,12,28,Chicago,56.41%
2014,12,28,LA Rams,78.13%
2014,12,28,Tampa Bay,77.50%
2014,12,21,Cleveland,58.33%
2014,12,21,Kansas City,48.21%
2014,12,21,Indianapolis,52.00%
2014,12,21,San Francisco,61.11%
2014,12,21,Philadelphia,69.57%
2014,12,21,New England,61.70%
2014,12,21,Cincinnati,55.56%
2014,12,21,Green Bay,51.85%
2014,12,21,NY Giants,64.71%
2014,12,21,Houston,52.94%
2014,12,21,LA Chargers,62.50%
2014,12,21,Buffalo,40.48%
2014,12,21,New Orleans,54.84%
2014,12,21,Miami,60.00%
2014,12,21,Denver,58.54%
2014,12,21,Arizona,51.28%
2014,12,21,Seattle,57.89%
2014,12,21,Atlanta,77.14%
2014,12,21,Pittsburgh,70.27%
2014,12,21,Tennessee,51.85%
2014,12,21,Las Vegas,58.06%
2014,12,21,NY Jets,45.71%
2014,12,21,Detroit,75.61%
2014,12,21,Jacksonville,68.57%
2014,12,21,Minnesota,60.71%
2014,12,21,Carolina,46.43%
2014,12,21,Baltimore,57.89%
2014,12,21,Dallas,60.71%
2014,12,21,Washington,74.00%
2014,12,21,LA Rams,53.33%
2014,12,21,Chicago,80.56%
2014,12,21,Tampa Bay,62.50%
2014,12,14,Cleveland,45.28%
2014,12,14,Philadelphia,59.46%
2014,12,14,New England,60.61%
2014,12,14,Kansas City,50.00%
2014,12,14,Indianapolis,43.33%
2014,12,14,San Francisco,78.57%
2014,12,14,Cincinnati,64.10%
2014,12,14,NY Giants,65.71%
2014,12,14,LA Chargers,63.64%
2014,12,14,Green Bay,61.54%
2014,12,14,Houston,50.00%
2014,12,14,Miami,75.76%
2014,12,14,New Orleans,63.64%
2014,12,14,Atlanta,66.67%
2014,12,14,Pittsburgh,71.43%
2014,12,14,Denver,66.67%
2014,12,14,Arizona,51.28%
2014,12,14,Buffalo,70.00%
2014,12,14,Seattle,50.00%
2014,12,14,Detroit,51.28%
2014,12,14,Las Vegas,54.55%
2014,12,14,Tennessee,60.47%
2014,12,14,Jacksonville,68.42%
2014,12,14,Washington,72.73%
2014,12,14,Minnesota,62.07%
2014,12,14,NY Jets,70.37%
2014,12,14,Chicago,80.77%
2014,12,14,Dallas,69.57%
2014,12,14,Baltimore,69.70%
2014,12,14,Carolina,59.18%
2014,12,14,LA Rams,53.33%
2014,12,14,Tampa Bay,76.47%
2014,12,7,Philadelphia,62.07%
2014,12,7,San Francisco,68.18%
2014,12,7,Cleveland,54.84%
2014,12,7,New England,63.16%
2014,12,7,Cincinnati,51.72%
2014,12,7,Kansas City,50.00%
2014,12,7,Indianapolis,65.96%
2014,12,7,NY Giants,60.00%
2014,12,7,Miami,53.85%
2014,12,7,LA Chargers,61.29%
2014,12,7,Green Bay,62.86%
2014,12,7,New Orleans,55.17%
2014,12,7,Atlanta,61.54%
2014,12,7,Pittsburgh,70.37%
2014,12,7,Denver,65.22%
2014,12,7,Houston,61.29%
2014,12,7,Buffalo,60.53%
2014,12,7,Arizona,73.17%
2014,12,7,Seattle,55.17%
2014,12,7,Detroit,64.58%
2014,12,7,Jacksonville,70.59%
2014,12,7,Tennessee,72.73%
2014,12,7,Washington,70.37%
2014,12,7,Las Vegas,59.09%
2014,12,7,NY Jets,71.43%
2014,12,7,Minnesota,51.43%
2014,12,7,Chicago,80.77%
2014,12,7,Baltimore,75.56%
2014,12,7,Dallas,69.57%
2014,12,7,Carolina,71.43%
2014,12,7,Tampa Bay,71.43%
2014,12,7,LA Rams,60.42%
2014,11,30,Philadelphia,47.62%
2014,11,30,Cincinnati,50.00%
2014,11,30,San Francisco,81.48%
2014,11,30,Miami,52.94%
2014,11,30,Kansas City,60.00%
2014,11,30,Denver,73.17%
2014,11,30,Indianapolis,81.63%
2014,11,30,Pittsburgh,57.78%
2014,11,30,New England,60.00%
2014,11,30,Cleveland,60.71%
2014,11,30,NY Giants,73.91%
2014,11,30,Green Bay,84.38%
2014,11,30,Detroit,74.07%
2014,11,30,LA Chargers,71.43%
2014,11,30,NY Jets,58.82%
2014,11,30,Atlanta,51.06%
2014,11,30,Buffalo,45.45%
2014,11,30,Jacksonville,55.17%
2014,11,30,Arizona,58.06%
2014,11,30,Tennessee,54.29%
2014,11,30,Baltimore,75.00%
2014,11,30,Washington,61.76%
2014,11,30,Houston,65.85%
2014,11,30,New Orleans,72.50%
2014,11,30,Dallas,83.33%
2014,11,30,Seattle,54.55%
2014,11,30,Minnesota,67.86%
2014,11,30,Chicago,86.84%
2014,11,30,Carolina,62.50%
2014,11,30,Tampa Bay,57.14%
2014,11,30,Las Vegas,67.86%
2014,11,30,LA Rams,85.71%
2014,11,23,Indianapolis,47.37%
2014,11,23,Denver,58.70%
2014,11,23,San Francisco,81.48%
2014,11,23,Cincinnati,64.29%
2014,11,23,Philadelphia,60.71%
2014,11,23,Green Bay,56.41%
2014,11,23,Miami,61.76%
2014,11,23,Kansas City,54.84%
2014,11,23,Detroit,62.22%
2014,11,23,New England,58.82%
2014,11,23,Cleveland,54.84%
2014,11,23,LA Chargers,67.86%
2014,11,23,Pittsburgh,65.63%
2014,11,23,NY Giants,73.91%
2014,11,23,Baltimore,65.91%
2014,11,23,NY Jets,54.05%
2014,11,23,Chicago,78.13%
2014,11,23,Jacksonville,39.02%
2014,11,23,Dallas,63.64%
2014,11,23,Houston,70.59%
2014,11,23,New Orleans,67.50%
2014,11,23,Tennessee,75.00%
2014,11,23,Washington,65.38%
2014,11,23,Atlanta,64.00%
2014,11,23,Arizona,57.14%
2014,11,23,Buffalo,57.69%
2014,11,23,Minnesota,72.09%
2014,11,23,LA Rams,63.89%
2014,11,23,Seattle,86.36%
2014,11,23,Carolina,79.17%
2014,11,23,Las Vegas,70.97%
2014,11,23,Tampa Bay,72.41%
2014,11,16,San Francisco,50.00%
2014,11,16,Cincinnati,63.04%
2014,11,16,Indianapolis,65.22%
2014,11,16,Denver,53.49%
2014,11,16,Philadelphia,60.71%
2014,11,16,Green Bay,64.52%
2014,11,16,Miami,57.14%
2014,11,16,LA Chargers,52.94%
2014,11,16,NY Giants,61.76%
2014,11,16,Detroit,62.16%
2014,11,16,Pittsburgh,47.06%
2014,11,16,New England,63.16%
2014,11,16,Kansas City,51.85%
2014,11,16,Chicago,51.35%
2014,11,16,Cleveland,50.00%
2014,11,16,Baltimore,54.55%
2014,11,16,Houston,56.82%
2014,11,16,Tennessee,69.57%
2014,11,16,Dallas,50.00%
2014,11,16,New Orleans,59.38%
2014,11,16,NY Jets,66.67%
2014,11,16,Washington,63.64%
2014,11,16,Atlanta,68.42%
2014,11,16,Minnesota,57.58%
2014,11,16,Seattle,65.63%
2014,11,16,Arizona,63.16%
2014,11,16,Buffalo,72.97%
2014,11,16,LA Rams,61.11%
2014,11,16,Jacksonville,60.71%
2014,11,16,Carolina,76.74%
2014,11,16,Las Vegas,62.86%
2014,11,16,Tampa Bay,72.41%
2014,11,9,Cincinnati,65.71%
2014,11,9,Indianapolis,57.89%
2014,11,9,San Francisco,53.33%
2014,11,9,Philadelphia,59.18%
2014,11,9,Green Bay,50.00%
2014,11,9,Denver,35.29%
2014,11,9,NY Giants,64.44%
2014,11,9,Detroit,69.77%
2014,11,9,Miami,63.64%
2014,11,9,New England,62.07%
2014,11,9,Kansas City,51.85%
2014,11,9,LA Chargers,38.71%
2014,11,9,Pittsburgh,61.11%
2014,11,9,Tennessee,56.76%
2014,11,9,Chicago,54.29%
2014,11,9,NY Jets,71.43%
2014,11,9,Baltimore,65.31%
2014,11,9,New Orleans,59.38%
2014,11,9,Atlanta,63.33%
2014,11,9,Houston,68.29%
2014,11,9,Washington,75.00%
2014,11,9,Cleveland,65.63%
2014,11,9,Buffalo,58.06%
2014,11,9,Seattle,58.33%
2014,11,9,Dallas,64.00%
2014,11,9,Carolina,77.78%
2014,11,9,Arizona,65.96%
2014,11,9,Minnesota,68.18%
2014,11,9,Jacksonville,72.22%
2014,11,9,LA Rams,64.86%
2014,11,9,Tampa Bay,61.40%
2014,11,9,Las Vegas,74.19%
2014,11,2,Cincinnati,50.00%
2014,11,2,Indianapolis,50.00%
2014,11,2,Detroit,51.52%
2014,11,2,San Francisco,48.84%
2014,11,2,Philadelphia,56.67%
2014,11,2,NY Giants,57.58%
2014,11,2,Miami,63.64%
2014,11,2,New England,76.92%
2014,11,2,Green Bay,65.71%
2014,11,2,Pittsburgh,48.84%
2014,11,2,NY Jets,70.59%
2014,11,2,Kansas City,66.67%
2014,11,2,Tennessee,70.73%
2014,11,2,Washington,71.79%
2014,11,2,Baltimore,58.82%
2014,11,2,Carolina,70.97%
2014,11,2,Houston,47.73%
2014,11,2,Atlanta,63.33%
2014,11,2,New Orleans,75.86%
2014,11,2,Cleveland,61.29%
2014,11,2,Denver,71.43%
2014,11,2,LA Chargers,78.38%
2014,11,2,Chicago,78.57%
2014,11,2,Dallas,72.73%
2014,11,2,Buffalo,67.57%
2014,11,2,Minnesota,60.98%
2014,11,2,Arizona,78.38%
2014,11,2,Seattle,63.27%
2014,11,2,Jacksonville,74.36%
2014,11,2,Las Vegas,74.19%
2014,11,2,LA Rams,78.26%
2014,11,2,Tampa Bay,73.17%
2014,10,26,Indianapolis,47.37%
2014,10,26,San Francisco,81.48%
2014,10,26,Cincinnati,64.29%
2014,10,26,Philadelphia,60.71%
2014,10,26,Green Bay,56.41%
2014,10,26,Miami,61.76%
2014,10,26,Kansas City,54.84%
2014,10,26,Denver,73.17%
2014,10,26,Detroit,62.22%
2014,10,26,New England,58.82%
2014,10,26,Cleveland,54.84%
2014,10,26,Pittsburgh,65.63%
2014,10,26,NY Giants,73.91%
2014,10,26,LA Chargers,71.43%
2014,10,26,Baltimore,65.91%
2014,10,26,NY Jets,54.05%
